TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
48;0;0.988;1.976;2.964;3.952;4.774;5.597;6.018;6.439;6.72;7.001;7.232;7.462;7.643;7.823;7.974;8.124;8.255;8.385;8.389;8.519;8.665;8.81;8.923;9.035;9.043;9.051;9.001;8.951;9.031;9.111;9.081;9.051;9.021;8.991;8.961;8.931;8.901;8.871;8.84;8.81;8.766;8.721;8.677;8.632;8.588;8.543;8.499;8.454;8.41;8.365;8.312;8.258;8.205;8.151;8.098;8.044;7.991;7.937;7.884;7.83;7.777;7.724;7.67;7.617;7.563;7.51;7.456;7.403;7.349;7.296
49;0;1.008;2.016;3.024;4.032;4.844;5.657;6.068;6.479;6.77;7.061;7.302;7.543;7.733;7.924;8.074;8.225;8.365;8.505;8.517;8.658;8.803;8.949;9.055;9.161;9.165;9.169;9.119;9.069;9.159;9.25;9.22;9.189;9.159;9.129;9.099;9.069;9.039;9.009;8.979;8.949;8.904;8.86;8.816;8.771;8.727;8.683;8.638;8.594;8.55;8.505;8.451;8.396;8.342;8.287;8.233;8.178;8.123;8.069;8.014;7.96;7.905;7.851;7.796;7.742;7.687;7.632;7.578;7.523;7.469;7.414
50;0;1.028;2.056;3.084;4.112;4.915;5.717;6.118;6.519;6.82;7.121;7.372;7.623;7.823;8.024;8.174;8.325;8.475;8.626;8.646;8.796;8.942;9.087;9.187;9.288;9.288;9.288;9.238;9.187;9.288;9.388;9.358;9.328;9.298;9.268;9.238;9.208;9.177;9.147;9.117;9.087;9.043;8.999;8.955;8.911;8.867;8.822;8.778;8.734;8.69;8.646;8.59;8.535;8.479;8.423;8.368;8.312;8.256;8.201;8.145;8.089;8.034;7.978;7.922;7.867;7.811;7.755;7.7;7.644;7.588;7.533
51;0;1.043;2.086;3.129;4.172;4.965;5.757;6.168;6.58;6.881;7.181;7.442;7.703;7.914;8.124;8.275;8.425;8.586;8.746;8.76;8.907;9.064;9.222;9.324;9.426;9.436;9.446;9.395;9.344;9.454;9.565;9.535;9.505;9.475;9.445;9.415;9.385;9.355;9.325;9.296;9.266;9.221;9.177;9.132;9.088;9.043;8.999;8.954;8.909;8.865;8.82;8.762;8.703;8.644;8.585;8.527;8.468;8.409;8.35;8.291;8.233;8.174;8.115;8.056;7.998;7.939;7.88;7.821;7.762;7.704;7.645
52;0;1.058;2.116;3.174;4.233;5.015;5.797;6.219;6.64;6.941;7.242;7.512;7.783;8.004;8.225;8.375;8.526;8.696;8.867;8.875;9.017;9.186;9.356;9.46;9.565;9.585;9.605;9.553;9.5;9.621;9.741;9.711;9.682;9.652;9.622;9.593;9.563;9.533;9.504;9.474;9.444;9.399;9.354;9.309;9.265;9.22;9.175;9.13;9.085;9.04;8.995;8.933;8.871;8.809;8.747;8.685;8.624;8.562;8.5;8.438;8.376;8.314;8.252;8.19;8.129;8.067;8.005;7.943;7.881;7.819;7.757
53;0;1.073;2.146;3.22;4.293;5.065;5.837;6.269;6.7;7.001;7.302;7.583;7.864;8.094;8.325;8.475;8.626;8.806;8.987;8.989;9.127;9.309;9.49;9.597;9.703;9.733;9.763;9.71;9.657;9.787;9.918;9.888;9.859;9.829;9.8;9.77;9.741;9.711;9.682;9.652;9.623;9.577;9.532;9.487;9.441;9.396;9.351;9.305;9.26;9.215;9.169;9.104;9.039;8.974;8.909;8.844;8.779;8.714;8.649;8.584;8.519;8.454;8.389;8.324;8.26;8.195;8.13;8.065;8;7.935;7.87
54;0;1.088;2.177;3.265;4.353;5.115;5.878;6.319;6.76;7.061;7.362;7.653;7.944;8.184;8.425;8.576;8.726;8.917;9.107;9.103;9.238;9.431;9.625;9.733;9.841;9.882;9.922;9.868;9.813;9.954;10.094;10.065;10.036;10.006;9.977;9.948;9.918;9.889;9.86;9.831;9.801;9.756;9.71;9.664;9.618;9.573;9.527;9.481;9.435;9.39;9.344;9.276;9.208;9.14;9.072;9.003;8.935;8.867;8.799;8.731;8.663;8.595;8.527;8.459;8.39;8.322;8.254;8.186;8.118;8.05;7.982
55;0;1.103;2.207;3.31;4.413;5.165;5.918;6.369;6.82;7.121;7.422;7.723;8.024;8.275;8.526;8.676;8.826;9.027;9.228;9.218;9.348;9.554;9.759;9.87;9.98;10.03;10.08;10.025;9.97;10.12;10.271;10.242;10.213;10.183;10.154;10.125;10.096;10.067;10.038;10.009;9.98;9.934;9.888;9.841;9.795;9.749;9.703;9.657;9.611;9.565;9.518;9.447;9.376;9.305;9.234;9.162;9.091;9.02;8.949;8.878;8.806;8.735;8.664;8.593;8.521;8.45;8.379;8.308;8.237;8.165;8.094
56;0;1.113;2.227;3.34;4.453;5.201;5.948;6.394;6.84;7.151;7.462;7.763;8.064;8.325;8.586;8.746;8.907;9.115;9.324;9.328;9.474;9.698;9.922;10.03;10.138;10.188;10.239;10.194;10.15;10.31;10.469;10.44;10.411;10.381;10.352;10.323;10.294;10.264;10.235;10.206;10.176;10.128;10.08;10.031;9.983;9.935;9.886;9.838;9.79;9.741;9.693;9.619;9.545;9.47;9.396;9.322;9.248;9.173;9.099;9.025;8.951;8.877;8.802;8.728;8.654;8.58;8.505;8.431;8.357;8.283;8.209
57;0;1.123;2.247;3.37;4.493;5.236;5.978;6.419;6.861;7.181;7.502;7.803;8.104;8.375;8.646;8.816;8.987;9.204;9.42;9.438;9.601;9.842;10.084;10.19;10.297;10.347;10.397;10.364;10.331;10.499;10.668;10.638;10.609;10.579;10.55;10.52;10.491;10.461;10.432;10.403;10.373;10.322;10.272;10.221;10.171;10.12;10.07;10.019;9.969;9.918;9.868;9.79;9.713;9.636;9.559;9.481;9.404;9.327;9.25;9.172;9.095;9.018;8.941;8.864;8.786;8.709;8.632;8.555;8.477;8.4;8.323
58;0;1.133;2.267;3.4;4.534;5.271;6.008;6.444;6.881;7.212;7.543;7.843;8.144;8.425;8.706;8.887;9.067;9.292;9.516;9.549;9.727;9.987;10.247;10.351;10.455;10.505;10.556;10.534;10.511;10.689;10.867;10.837;10.807;10.777;10.748;10.718;10.688;10.659;10.629;10.599;10.57;10.517;10.464;10.411;10.359;10.306;10.253;10.2;10.148;10.095;10.042;9.962;9.882;9.801;9.721;9.641;9.561;9.48;9.4;9.32;9.24;9.159;9.079;8.999;8.919;8.838;8.758;8.678;8.598;8.517;8.437
59;0;1.143;2.287;3.43;4.574;5.306;6.038;6.469;6.901;7.242;7.583;7.884;8.184;8.475;8.766;8.957;9.147;9.38;9.613;9.659;9.853;10.131;10.409;10.511;10.614;10.664;10.714;10.703;10.692;10.879;11.065;11.035;11.005;10.975;10.946;10.916;10.886;10.856;10.826;10.796;10.766;10.711;10.656;10.601;10.546;10.491;10.436;10.381;10.326;10.272;10.217;10.133;10.05;9.967;9.884;9.8;9.717;9.634;9.551;9.467;9.384;9.301;9.218;9.134;9.051;8.968;8.885;8.801;8.718;8.635;8.552
60;0;1.153;2.307;3.46;4.614;5.341;6.068;6.494;6.921;7.272;7.623;7.924;8.225;8.526;8.826;9.027;9.228;9.468;9.709;9.769;9.98;10.276;10.572;10.672;10.772;10.822;10.873;10.873;10.873;11.068;11.264;11.234;11.204;11.173;11.143;11.113;11.083;11.053;11.023;10.993;10.963;10.906;10.848;10.791;10.734;10.677;10.62;10.563;10.505;10.448;10.391;10.305;10.219;10.132;10.046;9.96;9.874;9.787;9.701;9.615;9.529;9.442;9.356;9.27;9.183;9.097;9.011;8.925;8.838;8.752;8.666
61;0;1.162;2.324;3.486;4.648;5.369;6.09;6.522;6.953;7.313;7.673;7.984;8.295;8.595;8.895;9.105;9.316;9.569;9.821;9.894;10.118;10.414;10.71;10.81;10.911;10.96;11.009;11.009;11.009;11.206;11.402;11.37;11.338;11.306;11.274;11.242;11.21;11.177;11.145;11.113;11.081;11.026;10.97;10.915;10.86;10.804;10.749;10.694;10.638;10.583;10.527;10.44;10.352;10.264;10.176;10.089;10.001;9.913;9.825;9.738;9.65;9.562;9.474;9.387;9.299;9.211;9.123;9.036;8.948;8.86;8.772
62;0;1.171;2.341;3.512;4.682;5.397;6.112;6.549;6.985;7.354;7.723;8.044;8.365;8.664;8.963;9.183;9.404;9.669;9.934;10.018;10.257;10.553;10.848;10.949;11.049;11.097;11.145;11.145;11.145;11.343;11.541;11.506;11.472;11.438;11.404;11.37;11.336;11.302;11.268;11.234;11.199;11.146;11.092;11.039;10.985;10.932;10.878;10.825;10.771;10.717;10.664;10.575;10.485;10.396;10.307;10.218;10.128;10.039;9.95;9.86;9.771;9.682;9.593;9.503;9.414;9.325;9.236;9.146;9.057;8.968;8.879
63;0;1.179;2.358;3.537;4.716;5.425;6.134;6.576;7.017;7.395;7.773;8.104;8.435;8.733;9.031;9.262;9.492;9.769;10.046;10.145;10.395;10.691;10.987;11.087;11.187;11.235;11.282;11.282;11.282;11.48;11.679;11.643;11.607;11.571;11.535;11.498;11.462;11.426;11.39;11.354;11.318;11.266;11.214;11.163;11.111;11.059;11.007;10.956;10.904;10.852;10.8;10.71;10.619;10.528;10.437;10.346;10.256;10.165;10.074;9.983;9.893;9.802;9.711;9.62;9.53;9.439;9.348;9.257;9.166;9.076;8.985
64;0;1.188;2.375;3.563;4.75;5.453;6.156;6.603;7.049;7.436;7.823;8.164;8.505;8.802;9.099;9.34;9.581;9.87;10.158;10.306;10.534;10.829;11.125;11.226;11.326;11.372;11.418;11.418;11.418;11.618;11.817;11.779;11.741;11.703;11.665;11.627;11.589;11.551;11.512;11.474;11.436;11.386;11.336;11.286;11.236;11.186;11.137;11.087;11.037;10.987;10.937;10.844;10.752;10.66;10.568;10.475;10.383;10.291;10.199;10.106;10.014;9.922;9.829;9.737;9.645;9.553;9.46;9.368;9.276;9.183;9.091
65;0;1.196;2.392;3.588;4.784;5.481;6.178;6.63;7.081;7.477;7.874;8.225;8.576;8.872;9.167;9.418;9.669;9.97;10.271;10.466;10.702;10.968;11.264;11.364;11.464;11.509;11.555;11.555;11.555;11.755;11.956;11.916;11.876;11.835;11.795;11.755;11.715;11.675;11.635;11.595;11.555;11.506;11.458;11.41;11.362;11.314;11.266;11.218;11.169;11.121;11.073;10.979;10.886;10.792;10.698;10.604;10.51;10.417;10.323;10.229;10.135;10.042;9.948;9.854;9.76;9.666;9.573;9.479;9.385;9.291;9.198
66;0;1.195;2.389;3.584;4.778;5.477;6.178;6.635;7.093;7.488;7.884;8.244;8.604;8.909;9.216;9.482;9.751;10.051;10.351;10.587;10.824;11.075;11.362;11.472;11.583;11.638;11.693;11.693;11.693;11.884;12.074;12.034;11.994;11.954;11.914;11.875;11.835;11.795;11.755;11.715;11.675;11.626;11.578;11.529;11.481;11.432;11.384;11.335;11.287;11.238;11.189;11.095;11.001;10.907;10.813;10.719;10.624;10.53;10.436;10.342;10.248;10.153;10.059;9.965;9.871;9.777;9.683;9.588;9.494;9.4;9.306
67;0;1.197;2.394;3.591;4.788;5.493;6.199;6.665;7.131;7.528;7.924;8.29;8.656;8.975;9.294;9.582;9.87;10.168;10.467;10.707;10.947;11.182;11.46;11.581;11.701;11.766;11.831;11.831;11.831;12.012;12.192;12.153;12.113;12.073;12.034;11.994;11.954;11.914;11.875;11.835;11.795;11.746;11.697;11.648;11.599;11.551;11.502;11.453;11.404;11.355;11.306;11.211;11.117;11.022;10.927;10.833;10.738;10.644;10.549;10.455;10.36;10.265;10.171;10.076;9.982;9.887;9.792;9.698;9.603;9.509;9.414
68;0;1.2;2.4;3.6;4.8;5.509;6.219;6.695;7.171;7.568;7.964;8.34;8.716;9.044;9.372;9.681;9.99;10.288;10.586;10.827;11.069;11.29;11.559;11.689;11.819;11.895;11.97;11.97;11.97;12.14;12.311;12.271;12.232;12.192;12.153;12.113;12.074;12.034;11.995;11.955;11.916;11.866;11.817;11.768;11.718;11.669;11.62;11.57;11.521;11.472;11.422;11.327;11.232;11.137;11.042;10.947;10.852;10.757;10.662;10.567;10.472;10.377;10.282;10.187;10.092;9.997;9.902;9.807;9.712;9.617;9.522
69;0;1.203;2.406;3.609;4.812;5.526;6.239;6.725;7.212;7.608;8.004;8.39;8.776;9.113;9.45;9.78;10.11;10.407;10.704;10.948;11.191;11.397;11.657;11.797;11.938;12.023;12.108;12.108;12.108;12.269;12.429;12.39;12.351;12.311;12.272;12.233;12.193;12.154;12.115;12.075;12.036;11.986;11.937;11.887;11.837;11.787;11.738;11.688;11.638;11.588;11.539;11.443;11.348;11.252;11.157;11.062;10.966;10.871;10.775;10.68;10.585;10.489;10.394;10.299;10.203;10.108;10.012;9.917;9.822;9.726;9.631
70;0;1.206;2.412;3.618;4.824;5.542;6.259;6.755;7.252;7.648;8.044;8.44;8.836;9.182;9.529;9.88;10.231;10.526;10.822;11.068;11.314;11.519;11.755;11.906;12.056;12.151;12.247;12.247;12.247;12.397;12.548;12.508;12.469;12.43;12.391;12.352;12.313;12.274;12.235;12.195;12.156;12.106;12.056;12.006;11.956;11.906;11.855;11.805;11.755;11.705;11.655;11.559;11.463;11.368;11.272;11.176;11.08;10.984;10.889;10.793;10.697;10.601;10.505;10.41;10.314;10.218;10.122;10.026;9.931;9.835;9.739
71;0;1.208;2.416;3.624;4.832;5.556;6.279;6.775;7.272;7.688;8.104;8.5;8.904;9.267;9.632;10.001;10.37;10.668;10.966;11.212;11.458;11.681;11.921;12.062;12.203;12.3;12.396;12.396;12.396;12.556;12.717;12.677;12.638;12.599;12.559;12.52;12.471;12.422;12.373;12.324;12.275;12.223;12.17;12.118;12.066;12.014;11.962;11.91;11.857;11.805;11.753;11.656;11.558;11.46;11.363;11.265;11.168;11.07;10.972;10.875;10.777;10.68;10.582;10.484;10.387;10.289;10.192;10.094;9.996;9.899;9.801
72;0;1.21;2.42;3.63;4.84;5.57;6.299;6.795;7.292;7.728;8.164;8.561;8.971;9.353;9.735;10.122;10.511;10.811;11.111;11.357;11.603;11.844;12.088;12.219;12.351;12.449;12.547;12.547;12.547;12.717;12.887;12.847;12.808;12.768;12.729;12.689;12.63;12.57;12.511;12.452;12.393;12.339;12.285;12.231;12.176;12.122;12.068;12.014;11.96;11.906;11.851;11.752;11.653;11.553;11.454;11.354;11.255;11.156;11.056;10.957;10.857;10.758;10.659;10.559;10.46;10.36;10.261;10.162;10.062;9.963;9.864
73;0;1.212;2.424;3.636;4.849;5.584;6.319;6.815;7.312;7.768;8.225;8.621;9.039;9.438;9.84;10.245;10.652;10.954;11.257;11.502;11.748;12.008;12.268;12.377;12.499;12.599;12.698;12.698;12.698;12.878;13.057;13.018;12.978;12.939;12.899;12.859;12.79;12.72;12.65;12.581;12.511;12.455;12.399;12.343;12.287;12.231;12.174;12.118;12.062;12.006;11.95;11.849;11.747;11.646;11.545;11.444;11.343;11.241;11.14;11.039;10.938;10.837;10.735;10.634;10.533;10.432;10.33;10.229;10.128;10.027;9.926
74;0;1.214;2.428;3.642;4.857;5.598;6.339;6.835;7.332;7.808;8.285;8.681;9.106;9.524;9.944;10.368;10.794;11.098;11.403;11.649;11.894;12.173;12.451;12.536;12.648;12.749;12.85;12.85;12.85;13.04;13.229;13.19;13.15;13.11;13.07;13.031;12.95;12.869;12.789;12.709;12.63;12.572;12.513;12.455;12.397;12.339;12.281;12.223;12.164;12.106;12.048;11.945;11.842;11.739;11.636;11.533;11.43;11.327;11.224;11.121;11.018;10.915;10.812;10.709;10.606;10.503;10.4;10.297;10.194;10.091;9.988
75;0;1.216;2.432;3.648;4.865;5.612;6.359;6.856;7.352;7.848;8.345;8.741;9.174;9.61;10.049;10.491;10.937;11.243;11.55;11.796;12.041;12.338;12.635;12.696;12.798;12.901;13.003;13.003;13.003;13.203;13.402;13.362;13.322;13.282;13.242;13.203;13.111;13.02;12.929;12.838;12.748;12.688;12.628;12.568;12.507;12.447;12.387;12.327;12.267;12.207;12.146;12.042;11.937;11.832;11.727;11.622;11.517;11.413;11.308;11.203;11.098;10.993;10.889;10.784;10.679;10.574;10.469;10.365;10.26;10.155;10.05
76;0;1.216;2.432;3.648;4.865;5.611;6.357;6.86;7.362;7.873;8.383;8.79;9.242;9.696;10.154;10.616;11.082;11.389;11.696;11.934;12.171;12.469;12.767;12.814;12.91;13.033;13.155;13.155;13.155;13.355;13.555;13.513;13.471;13.429;13.387;13.345;13.24;13.136;13.033;12.929;12.826;12.766;12.706;12.645;12.585;12.524;12.464;12.404;12.343;12.283;12.223;12.118;12.014;11.909;11.805;11.7;11.595;11.491;11.386;11.282;11.177;11.073;10.968;10.864;10.759;10.655;10.55;10.446;10.341;10.237;10.132
77;0;1.216;2.432;3.648;4.865;5.61;6.355;6.864;7.372;7.897;8.421;8.839;9.31;9.782;10.26;10.742;11.229;11.536;11.843;12.072;12.301;12.6;12.899;12.932;13.023;13.165;13.307;13.307;13.307;13.508;13.709;13.665;13.621;13.576;13.532;13.488;13.37;13.253;13.136;13.02;12.905;12.844;12.783;12.723;12.662;12.602;12.541;12.481;12.42;12.359;12.299;12.195;12.09;11.986;11.882;11.778;11.674;11.569;11.465;11.361;11.257;11.152;11.048;10.944;10.84;10.736;10.631;10.527;10.423;10.319;10.215
78;0;1.216;2.432;3.648;4.865;5.609;6.353;6.868;7.382;7.921;8.459;8.889;9.378;9.869;10.366;10.868;11.376;11.683;11.991;12.211;12.432;12.732;13.032;13.063;13.135;13.298;13.46;13.46;13.46;13.662;13.864;13.817;13.771;13.724;13.678;13.631;13.5;13.37;13.24;13.111;12.983;12.922;12.861;12.8;12.74;12.679;12.618;12.557;12.497;12.436;12.375;12.271;12.167;12.063;11.959;11.855;11.752;11.648;11.544;11.44;11.336;11.232;11.128;11.024;10.92;10.816;10.712;10.609;10.505;10.401;10.297
79;0;1.216;2.432;3.648;4.865;5.608;6.351;6.872;7.392;7.945;8.497;8.938;9.446;9.956;10.472;10.995;11.524;11.831;12.139;12.351;12.563;12.864;13.165;13.202;13.249;13.432;13.614;13.614;13.614;13.817;14.02;13.971;13.922;13.873;13.824;13.775;13.631;13.488;13.345;13.203;13.061;13;12.939;12.878;12.817;12.756;12.695;12.634;12.573;12.512;12.451;12.348;12.244;12.14;12.037;11.933;11.83;11.726;11.622;11.519;11.415;11.312;11.208;11.104;11.001;10.897;10.793;10.69;10.586;10.483;10.379
80;0;1.216;2.432;3.648;4.865;5.607;6.349;6.876;7.402;7.969;8.536;8.987;9.514;10.043;10.579;11.122;11.673;11.98;12.288;12.491;12.695;12.997;13.3;13.342;13.383;13.566;13.769;13.769;13.769;13.973;14.176;14.125;14.074;14.023;13.972;13.92;13.763;13.606;13.449;13.294;13.139;13.078;13.017;12.956;12.895;12.833;12.772;12.711;12.65;12.589;12.527;12.424;12.321;12.218;12.114;12.011;11.908;11.804;11.701;11.598;11.494;11.391;11.288;11.184;11.081;10.978;10.875;10.771;10.668;10.565;10.461
81;0;1.221;2.442;3.663;4.885;5.628;6.371;6.911;7.45;8.001;8.552;9.02;9.564;10.098;10.638;11.192;11.754;12.063;12.371;12.574;12.776;13.065;13.354;13.413;13.473;13.661;13.871;13.882;13.892;14.086;14.28;14.229;14.178;14.126;14.075;14.024;13.865;13.707;13.55;13.393;13.238;13.178;13.119;13.06;13.001;12.942;12.883;12.823;12.764;12.705;12.646;12.54;12.434;12.327;12.221;12.115;12.009;11.903;11.797;11.691;11.585;11.479;11.372;11.266;11.16;11.054;10.948;10.842;10.736;10.63;10.523
82;0;1.226;2.452;3.679;4.905;5.649;6.393;6.946;7.498;8.033;8.568;9.053;9.615;10.153;10.698;11.263;11.835;12.145;12.455;12.656;12.857;13.133;13.408;13.485;13.563;13.756;13.974;13.994;14.015;14.2;14.385;14.333;14.282;14.23;14.179;14.127;13.967;13.808;13.65;13.493;13.336;13.279;13.222;13.164;13.107;13.05;12.993;12.936;12.879;12.821;12.764;12.655;12.546;12.437;12.328;12.22;12.111;12.002;11.893;11.784;11.675;11.566;11.457;11.348;11.239;11.13;11.021;10.912;10.804;10.695;10.586
83;0;1.231;2.462;3.694;4.925;5.67;6.415;6.981;7.547;8.065;8.584;9.086;9.665;10.208;10.758;11.333;11.917;12.227;12.538;12.739;12.939;13.201;13.463;13.557;13.652;13.851;14.076;14.107;14.138;14.314;14.489;14.437;14.385;14.334;14.282;14.23;14.069;13.909;13.75;13.592;13.434;13.379;13.324;13.269;13.214;13.158;13.103;13.048;12.993;12.938;12.883;12.771;12.659;12.547;12.436;12.324;12.212;12.1;11.989;11.877;11.765;11.653;11.542;11.43;11.318;11.207;11.095;10.983;10.871;10.76;10.648
84;0;1.236;2.472;3.709;4.945;5.691;6.437;7.016;7.595;8.097;8.6;9.119;9.716;10.263;10.817;11.404;11.998;12.31;12.622;12.821;13.02;13.268;13.517;13.629;13.742;13.945;14.178;14.22;14.262;14.427;14.593;14.541;14.489;14.437;14.385;14.334;14.172;14.011;13.85;13.691;13.532;13.479;13.426;13.373;13.32;13.267;13.214;13.16;13.107;13.054;13.001;12.886;12.772;12.657;12.543;12.428;12.314;12.199;12.085;11.97;11.855;11.741;11.626;11.512;11.397;11.283;11.168;11.054;10.939;10.825;10.71
85;0;1.241;2.482;3.724;4.965;5.712;6.459;7.051;7.643;8.129;8.616;9.152;9.766;10.318;10.877;11.474;12.079;12.392;12.705;12.903;13.102;13.336;13.571;13.701;13.832;14.066;14.301;14.332;14.385;14.541;14.698;14.645;14.593;14.541;14.489;14.437;14.274;14.112;13.951;13.79;13.631;13.58;13.528;13.477;13.426;13.375;13.324;13.273;13.222;13.17;13.119;13.002;12.885;12.767;12.65;12.532;12.415;12.298;12.18;12.063;11.946;11.828;11.711;11.594;11.476;11.359;11.242;11.124;11.007;10.89;10.772
86;0;1.241;2.482;3.724;4.965;5.712;6.459;7.057;7.655;8.147;8.64;9.188;9.815;10.383;10.959;11.53;12.109;12.425;12.741;12.952;13.164;13.398;13.631;13.769;13.907;14.146;14.385;14.425;14.487;14.664;14.842;14.789;14.737;14.685;14.633;14.581;14.417;14.254;14.091;13.93;13.769;13.712;13.654;13.597;13.54;13.482;13.425;13.368;13.31;13.253;13.195;13.077;12.958;12.84;12.721;12.603;12.484;12.366;12.247;12.128;12.01;11.891;11.773;11.654;11.536;11.417;11.299;11.18;11.061;10.943;10.824
87;0;1.241;2.482;3.724;4.965;5.712;6.459;7.063;7.667;8.165;8.664;9.225;9.864;10.448;11.041;11.586;12.138;12.457;12.776;13.001;13.227;13.459;13.692;13.837;13.982;14.225;14.468;14.518;14.589;14.787;14.985;14.933;14.881;14.829;14.777;14.725;14.56;14.395;14.232;14.069;13.908;13.844;13.78;13.717;13.653;13.59;13.526;13.462;13.399;13.335;13.272;13.152;13.032;12.912;12.793;12.673;12.553;12.433;12.314;12.194;12.074;11.954;11.835;11.715;11.595;11.475;11.356;11.236;11.116;10.996;10.877
88;0;1.241;2.482;3.724;4.965;5.712;6.459;7.069;7.679;8.183;8.688;9.261;9.912;10.514;11.123;11.642;12.167;12.489;12.812;13.05;13.289;13.521;13.752;13.905;14.057;14.304;14.552;14.611;14.691;14.91;15.129;15.077;15.025;14.973;14.921;14.869;14.703;14.537;14.373;14.209;14.046;13.976;13.906;13.837;13.767;13.697;13.627;13.557;13.488;13.418;13.348;13.227;13.106;12.985;12.864;12.743;12.622;12.501;12.38;12.259;12.138;12.017;11.896;11.775;11.654;11.533;11.413;11.292;11.171;11.05;10.929
89;0;1.241;2.482;3.724;4.965;5.712;6.459;7.075;7.691;8.202;8.712;9.297;9.961;10.579;11.205;11.698;12.196;12.522;12.847;13.1;13.352;13.582;13.813;13.973;14.132;14.384;14.635;14.704;14.794;15.033;15.273;15.221;15.169;15.117;15.065;15.013;14.845;14.679;14.513;14.348;14.184;14.108;14.032;13.956;13.88;13.804;13.728;13.652;13.576;13.5;13.424;13.302;13.18;13.058;12.935;12.813;12.691;12.569;12.447;12.325;12.202;12.08;11.958;11.836;11.714;11.592;11.47;11.347;11.225;11.103;10.981
90;0;1.241;2.482;3.724;4.965;5.712;6.459;7.081;7.703;8.22;8.736;9.333;10.009;10.644;11.288;11.754;12.225;12.554;12.883;13.149;13.415;13.644;13.873;14.04;14.207;14.463;14.718;14.797;14.896;15.157;15.417;15.365;15.313;15.261;15.209;15.157;14.988;14.821;14.654;14.488;14.323;14.241;14.158;14.076;13.994;13.912;13.829;13.747;13.665;13.583;13.5;13.377;13.254;13.13;13.007;12.884;12.76;12.637;12.513;12.39;12.267;12.143;12.02;11.897;11.773;11.65;11.526;11.403;11.28;11.156;11.033
91;0;1.241;2.482;3.724;4.965;5.712;6.459;7.085;7.711;8.234;8.756;9.353;10.029;10.675;11.329;11.798;12.273;12.581;12.889;13.174;13.458;13.712;13.965;14.138;14.312;14.566;14.821;14.908;15.019;15.269;15.52;15.468;15.417;15.366;15.314;15.263;15.095;14.927;14.76;14.594;14.429;14.346;14.263;14.18;14.097;14.014;13.931;13.848;13.765;13.682;13.599;13.475;13.35;13.226;13.102;12.978;12.854;12.729;12.605;12.481;12.357;12.233;12.109;11.984;11.86;11.736;11.612;11.488;11.364;11.239;11.115
92;0;1.241;2.482;3.724;4.965;5.712;6.459;7.089;7.719;8.248;8.776;9.373;10.05;10.705;11.37;11.843;12.321;12.608;12.895;13.199;13.502;13.78;14.057;14.237;14.416;14.669;14.923;15.025;15.142;15.382;15.622;15.571;15.521;15.47;15.42;15.369;15.201;15.033;14.867;14.701;14.535;14.452;14.368;14.284;14.2;14.116;14.032;13.949;13.865;13.781;13.697;13.572;13.447;13.322;13.197;13.072;12.947;12.822;12.697;12.572;12.447;12.322;12.197;12.072;11.947;11.822;11.697;11.572;11.447;11.322;11.197
93;0;1.241;2.482;3.724;4.965;5.712;6.459;7.093;7.727;8.262;8.796;9.393;10.07;10.736;11.411;11.887;12.369;12.635;12.901;13.224;13.546;13.847;14.149;14.335;14.52;14.773;15.025;15.142;15.265;15.495;15.724;15.674;15.625;15.575;15.525;15.476;15.307;15.14;14.973;14.807;14.642;14.557;14.472;14.388;14.303;14.219;14.134;14.049;13.965;13.88;13.795;13.669;13.544;13.418;13.292;13.166;13.041;12.915;12.789;12.663;12.537;12.412;12.286;12.16;12.034;11.909;11.783;11.657;11.531;11.406;11.28
94;0;1.241;2.482;3.724;4.965;5.712;6.459;7.097;7.735;8.276;8.816;9.413;10.09;10.766;11.452;11.932;12.417;12.662;12.908;13.249;13.59;13.915;14.241;14.433;14.625;14.876;15.127;15.259;15.39;15.607;15.826;15.777;15.729;15.68;15.631;15.582;15.414;15.246;15.079;14.913;14.748;14.663;14.577;14.492;14.406;14.321;14.235;14.15;14.064;13.979;13.894;13.767;13.64;13.514;13.387;13.261;13.134;13.008;12.881;12.754;12.628;12.501;12.375;12.248;12.121;11.995;11.868;11.742;11.615;11.489;11.362
95;0;1.241;2.482;3.724;4.965;5.712;6.459;7.101;7.743;8.29;8.836;9.433;10.11;10.797;11.493;11.976;12.465;12.69;12.914;13.274;13.634;13.983;14.332;14.531;14.729;14.979;15.23;15.376;15.522;15.72;15.928;15.88;15.832;15.784;15.737;15.689;15.52;15.353;15.186;15.02;14.854;14.768;14.682;14.596;14.509;14.423;14.337;14.251;14.164;14.078;13.992;13.864;13.737;13.61;13.482;13.355;13.228;13.1;12.973;12.845;12.718;12.591;12.463;12.336;12.209;12.081;11.954;11.826;11.699;11.572;11.444
