TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
48;0;1.615;3.23;4.875;6.519;7.673;8.826;9.328;9.829;10.05;10.271;10.772;11.274;11.504;11.735;11.886;12.036;12.186;12.337;12.281;12.411;12.509;12.608;12.685;12.762;12.862;12.963;13.013;13.063;13.17;13.278;13.329;13.38;13.432;13.483;13.534;13.534;13.534;13.534;13.534;13.534;13.512;13.49;13.468;13.445;13.423;13.401;13.379;13.356;13.334;13.312;13.169;13.026;12.883;12.74;12.597;12.454;12.311;12.168;12.025;11.882;11.758;11.634;11.511;11.387;11.264;11.14;11.017;10.893;10.769;10.646
49;0;1.635;3.27;4.945;6.62;7.773;8.927;9.378;9.829;10.09;10.351;10.852;11.354;11.595;11.835;11.986;12.136;12.287;12.437;12.389;12.529;12.629;12.728;12.814;12.901;13.001;13.101;13.151;13.201;13.328;13.454;13.51;13.566;13.622;13.677;13.733;13.733;13.733;13.733;13.733;13.733;13.71;13.688;13.665;13.642;13.62;13.597;13.574;13.552;13.529;13.506;13.361;13.216;13.071;12.925;12.78;12.635;12.49;12.345;12.199;12.054;11.93;11.806;11.682;11.558;11.434;11.31;11.186;11.062;10.938;10.814
50;0;1.655;3.31;5.015;6.72;7.874;9.027;9.428;9.829;10.13;10.431;10.933;11.434;11.685;11.936;12.086;12.237;12.387;12.537;12.497;12.648;12.748;12.848;12.944;13.039;13.139;13.24;13.29;13.34;13.485;13.631;13.691;13.751;13.811;13.871;13.932;13.932;13.932;13.932;13.932;13.932;13.909;13.886;13.862;13.839;13.816;13.793;13.77;13.747;13.724;13.701;13.554;13.406;13.259;13.111;12.964;12.816;12.669;12.521;12.374;12.227;12.102;11.978;11.853;11.729;11.605;11.48;11.356;11.232;11.107;10.983
51;0;1.675;3.35;5.085;6.82;7.974;9.127;9.498;9.87;10.19;10.511;11.023;11.535;11.765;11.996;12.166;12.337;12.487;12.638;12.597;12.746;12.846;12.947;13.062;13.177;13.278;13.378;13.438;13.498;13.644;13.789;13.857;13.925;13.993;14.06;14.128;14.128;14.128;14.128;14.128;14.128;14.105;14.082;14.058;14.035;14.012;13.989;13.965;13.942;13.919;13.896;13.746;13.596;13.446;13.296;13.146;12.996;12.847;12.697;12.547;12.397;12.271;12.144;12.018;11.892;11.765;11.639;11.512;11.386;11.26;11.133
52;0;1.695;3.39;5.155;6.921;8.074;9.228;9.569;9.91;10.251;10.592;11.113;11.635;11.845;12.056;12.247;12.437;12.588;12.738;12.696;12.844;12.945;13.045;13.18;13.316;13.416;13.516;13.587;13.657;13.802;13.948;14.023;14.099;14.174;14.249;14.325;14.325;14.325;14.325;14.325;14.325;14.301;14.278;14.254;14.231;14.207;14.184;14.161;14.137;14.114;14.09;13.938;13.786;13.633;13.481;13.329;13.177;13.024;12.872;12.72;12.568;12.439;12.311;12.182;12.054;11.926;11.797;11.669;11.541;11.412;11.284
53;0;1.715;3.43;5.226;7.021;8.174;9.328;9.639;9.95;10.311;10.672;11.204;11.735;11.926;12.116;12.327;12.537;12.688;12.838;12.795;12.943;13.043;13.143;13.299;13.454;13.555;13.655;13.735;13.815;13.961;14.106;14.189;14.272;14.355;14.438;14.521;14.521;14.521;14.521;14.521;14.521;14.498;14.474;14.45;14.427;14.403;14.379;14.356;14.332;14.308;14.285;14.13;13.975;13.821;13.666;13.511;13.357;13.202;13.047;12.893;12.738;12.608;12.477;12.347;12.217;12.086;11.956;11.825;11.695;11.565;11.434
54;0;1.735;3.47;5.296;7.121;8.275;9.428;9.709;9.99;10.371;10.752;11.294;11.835;12.006;12.176;12.407;12.638;12.788;12.939;12.895;13.041;13.141;13.242;13.417;13.593;13.693;13.793;13.884;13.974;14.119;14.265;14.355;14.446;14.537;14.627;14.718;14.718;14.718;14.718;14.718;14.718;14.694;14.67;14.646;14.623;14.599;14.575;14.551;14.527;14.503;14.479;14.322;14.165;14.008;13.851;13.694;13.537;13.38;13.223;13.066;12.909;12.776;12.644;12.511;12.379;12.247;12.114;11.982;11.849;11.717;11.585
55;0;1.755;3.51;5.366;7.222;8.375;9.529;9.779;10.03;10.431;10.832;11.384;11.936;12.086;12.237;12.487;12.738;12.889;13.039;12.994;13.139;13.24;13.34;13.535;13.731;13.831;13.932;14.032;14.132;14.278;14.423;14.521;14.62;14.718;14.816;14.915;14.915;14.915;14.915;14.915;14.915;14.891;14.866;14.842;14.818;14.794;14.77;14.746;14.722;14.698;14.674;14.514;14.355;14.195;14.036;13.877;13.717;13.558;13.398;13.239;13.079;12.945;12.81;12.676;12.542;12.407;12.273;12.138;12.004;11.87;11.735
56;0;1.775;3.551;5.416;7.282;8.445;9.609;9.859;10.11;10.501;10.893;11.444;11.996;12.166;12.337;12.578;12.818;12.969;13.119;13.082;13.238;13.348;13.458;13.644;13.829;13.94;14.05;14.169;14.289;14.435;14.582;14.688;14.794;14.901;15.007;15.113;15.113;15.113;15.113;15.113;15.113;15.089;15.064;15.039;15.015;14.99;14.965;14.94;14.916;14.891;14.866;14.705;14.544;14.382;14.221;14.059;13.898;13.736;13.575;13.413;13.252;13.115;12.978;12.842;12.705;12.569;12.432;12.295;12.159;12.022;11.886
57;0;1.795;3.591;5.466;7.342;8.515;9.689;9.94;10.19;10.572;10.953;11.504;12.056;12.247;12.437;12.668;12.899;13.049;13.199;13.17;13.336;13.456;13.577;13.752;13.928;14.048;14.168;14.307;14.445;14.593;14.74;14.854;14.969;15.083;15.197;15.312;15.312;15.312;15.312;15.312;15.312;15.287;15.261;15.236;15.211;15.185;15.16;15.135;15.11;15.084;15.059;14.896;14.732;14.569;14.405;14.242;14.078;13.915;13.751;13.588;13.424;13.285;13.147;13.008;12.869;12.73;12.591;12.452;12.314;12.175;12.036
58;0;1.815;3.631;5.517;7.402;8.586;9.769;10.02;10.271;10.642;11.013;11.565;12.116;12.327;12.537;12.758;12.979;13.129;13.28;13.259;13.434;13.565;13.695;13.86;14.026;14.156;14.287;14.444;14.602;14.75;14.899;15.021;15.143;15.266;15.388;15.51;15.51;15.51;15.51;15.51;15.51;15.485;15.459;15.433;15.407;15.381;15.355;15.329;15.303;15.277;15.252;15.086;14.921;14.755;14.59;14.424;14.259;14.093;13.928;13.762;13.597;13.456;13.315;13.174;13.033;12.892;12.751;12.61;12.468;12.327;12.186
59;0;1.835;3.671;5.567;7.462;8.656;9.849;10.1;10.351;10.712;11.073;11.625;12.176;12.407;12.638;12.848;13.059;13.21;13.36;13.347;13.532;13.673;13.813;13.969;14.124;14.265;14.405;14.582;14.758;14.908;15.057;15.187;15.318;15.448;15.579;15.709;15.709;15.709;15.709;15.709;15.709;15.683;15.656;15.63;15.603;15.577;15.55;15.524;15.497;15.471;15.444;15.277;15.109;14.942;14.774;14.607;14.439;14.272;14.104;13.937;13.769;13.626;13.483;13.339;13.196;13.053;12.91;12.767;12.623;12.48;12.337
60;0;1.856;3.711;5.617;7.522;8.726;9.93;10.18;10.431;10.782;11.133;11.685;12.237;12.487;12.738;12.939;13.139;13.29;13.44;13.435;13.631;13.781;13.932;14.077;14.223;14.373;14.523;14.719;14.915;15.065;15.216;15.354;15.492;15.631;15.769;15.908;15.908;15.908;15.908;15.908;15.908;15.88;15.853;15.826;15.799;15.772;15.745;15.718;15.691;15.664;15.637;15.467;15.298;15.128;14.959;14.789;14.62;14.45;14.281;14.111;13.942;13.796;13.651;13.505;13.36;13.215;13.069;12.924;12.778;12.633;12.487
61;0;1.874;3.747;5.65;7.553;8.765;9.978;10.238;10.497;10.838;11.179;11.73;12.281;12.542;12.802;13.003;13.203;13.373;13.543;13.546;13.749;13.92;14.09;14.246;14.401;14.561;14.72;14.917;15.113;15.273;15.432;15.583;15.733;15.884;16.034;16.184;16.184;16.184;16.184;16.184;16.184;16.157;16.129;16.102;16.074;16.047;16.02;15.992;15.965;15.937;15.91;15.738;15.566;15.394;15.222;15.05;14.878;14.706;14.534;14.362;14.19;14.043;13.895;13.747;13.599;13.451;13.303;13.156;13.008;12.86;12.712
62;0;1.892;3.783;5.683;7.583;8.804;10.026;10.295;10.564;10.895;11.226;11.775;12.325;12.596;12.866;13.067;13.268;13.456;13.645;13.656;13.867;14.058;14.249;14.414;14.58;14.748;14.917;15.114;15.312;15.48;15.649;15.811;15.974;16.136;16.299;16.461;16.461;16.461;16.461;16.461;16.461;16.433;16.405;16.378;16.35;16.322;16.294;16.266;16.238;16.21;16.182;16.008;15.834;15.659;15.485;15.311;15.136;14.962;14.788;14.614;14.439;14.289;14.139;13.988;13.838;13.688;13.538;13.387;13.237;13.087;12.937
63;0;1.91;3.819;5.716;7.613;8.843;10.074;10.352;10.63;10.951;11.272;11.82;12.369;12.65;12.931;13.131;13.332;13.539;13.747;13.766;13.986;14.196;14.407;14.583;14.758;14.936;15.113;15.312;15.51;15.688;15.865;16.04;16.214;16.389;16.564;16.738;16.738;16.738;16.738;16.738;16.738;16.71;16.681;16.653;16.625;16.597;16.568;16.54;16.512;16.484;16.455;16.278;16.102;15.925;15.748;15.572;15.395;15.218;15.041;14.865;14.688;14.535;14.383;14.23;14.077;13.925;13.772;13.619;13.467;13.314;13.161
64;0;1.928;3.856;5.749;7.643;8.883;10.122;10.409;10.696;11.007;11.318;11.865;12.413;12.704;12.995;13.195;13.396;13.623;13.849;13.924;14.104;14.335;14.566;14.751;14.937;15.123;15.31;15.509;15.709;15.896;16.082;16.269;16.455;16.642;16.828;17.015;17.015;17.015;17.015;17.015;17.015;16.986;16.958;16.929;16.9;16.871;16.843;16.814;16.785;16.757;16.728;16.549;16.37;16.191;16.011;15.832;15.653;15.474;15.295;15.116;14.937;14.782;14.627;14.471;14.316;14.161;14.006;13.851;13.696;13.541;13.386
65;0;1.946;3.892;5.782;7.673;8.922;10.17;10.466;10.762;11.063;11.364;11.911;12.457;12.758;13.059;13.26;13.46;13.706;13.952;14.082;14.263;14.473;14.724;14.92;15.115;15.311;15.506;15.707;15.908;16.103;16.299;16.497;16.696;16.895;17.093;17.292;17.292;17.292;17.292;17.292;17.292;17.263;17.234;17.204;17.175;17.146;17.117;17.088;17.059;17.03;17.001;16.819;16.638;16.456;16.275;16.093;15.912;15.73;15.549;15.367;15.185;15.028;14.87;14.713;14.556;14.398;14.241;14.083;13.926;13.768;13.611
66;0;1.958;3.916;5.81;7.705;8.939;10.172;10.468;10.764;11.073;11.382;11.949;12.515;12.792;13.071;13.29;13.508;13.755;14.002;14.204;14.407;14.611;14.862;15.078;15.294;15.489;15.685;15.905;16.124;16.321;16.517;16.732;16.946;17.16;17.374;17.589;17.589;17.589;17.589;17.589;17.589;17.559;17.529;17.5;17.47;17.44;17.41;17.381;17.351;17.321;17.292;17.108;16.924;16.74;16.556;16.372;16.188;16.004;15.82;15.636;15.452;15.291;15.129;14.967;14.805;14.644;14.482;14.32;14.159;13.997;13.835
67;0;1.976;3.952;5.858;7.763;8.987;10.211;10.506;10.802;11.121;11.44;12.027;12.614;12.871;13.129;13.368;13.607;13.854;14.102;14.327;14.552;14.748;15.001;15.237;15.472;15.668;15.863;16.102;16.341;16.538;16.736;16.966;17.196;17.426;17.656;17.885;17.885;17.885;17.885;17.885;17.885;17.855;17.825;17.795;17.764;17.734;17.704;17.673;17.643;17.613;17.583;17.396;17.21;17.024;16.837;16.651;16.464;16.278;16.092;15.905;15.719;15.553;15.387;15.221;15.055;14.89;14.724;14.558;14.392;14.226;14.06
68;0;1.996;3.992;5.908;7.823;9.037;10.251;10.547;10.842;11.17;11.498;12.105;12.712;12.951;13.189;13.447;13.705;13.954;14.202;14.449;14.696;14.886;15.139;15.395;15.651;15.846;16.042;16.3;16.558;16.756;16.955;17.2;17.446;17.691;17.937;18.182;18.182;18.182;18.182;18.182;18.182;18.151;18.121;18.09;18.059;18.028;17.997;17.966;17.935;17.904;17.873;17.685;17.496;17.307;17.118;16.93;16.741;16.552;16.363;16.175;15.986;15.816;15.646;15.475;15.305;15.135;14.965;14.795;14.625;14.455;14.285
69;0;2.016;4.032;5.958;7.884;9.087;10.291;10.587;10.883;11.22;11.557;12.183;12.81;13.03;13.25;13.526;13.803;14.053;14.303;14.572;14.84;15.023;15.278;15.554;15.829;16.025;16.221;16.497;16.774;16.974;17.173;17.435;17.696;17.957;18.218;18.479;18.479;18.479;18.479;18.479;18.479;18.448;18.416;18.385;18.353;18.322;18.29;18.259;18.227;18.196;18.164;17.973;17.782;17.591;17.4;17.208;17.017;16.826;16.635;16.444;16.253;16.078;15.904;15.73;15.555;15.381;15.207;15.032;14.858;14.684;14.509
70;0;2.036;4.072;6.008;7.944;9.137;10.331;10.627;10.923;11.269;11.615;12.262;12.909;13.109;13.31;13.606;13.902;14.152;14.403;14.694;14.985;15.18;15.416;15.712;16.008;16.203;16.399;16.695;16.991;17.191;17.392;17.669;17.946;18.223;18.499;18.776;18.776;18.776;18.776;18.776;18.776;18.744;18.712;18.68;18.648;18.616;18.584;18.551;18.519;18.487;18.455;18.262;18.068;17.874;17.681;17.487;17.294;17.1;16.907;16.713;16.519;16.341;16.162;15.984;15.805;15.627;15.448;15.27;15.091;14.913;14.734
71;0;2.046;4.092;6.028;7.964;9.166;10.369;10.686;11.003;11.339;11.675;12.312;12.959;13.2;13.44;13.739;14.038;14.309;14.58;14.872;15.164;15.379;15.617;15.904;16.191;16.407;16.624;16.911;17.198;17.418;17.639;17.921;18.203;18.485;18.767;19.049;19.033;19.018;19.003;18.988;18.973;18.94;18.908;18.876;18.844;18.811;18.779;18.747;18.714;18.682;18.65;18.454;18.258;18.062;17.867;17.671;17.475;17.279;17.083;16.888;16.692;16.511;16.33;16.15;15.969;15.788;15.607;15.427;15.246;15.065;14.885
72;0;2.056;4.112;6.048;7.984;9.196;10.407;10.745;11.083;11.409;11.735;12.362;13.01;13.29;13.571;13.872;14.175;14.466;14.757;15.05;15.343;15.579;15.818;16.097;16.375;16.612;16.85;17.128;17.406;17.646;17.887;18.174;18.461;18.748;19.036;19.323;19.292;19.261;19.231;19.2;19.169;19.137;19.104;19.072;19.039;19.007;18.974;18.942;18.909;18.877;18.844;18.646;18.448;18.25;18.052;17.854;17.656;17.458;17.26;17.062;16.864;16.681;16.499;16.316;16.133;15.95;15.767;15.584;15.401;15.218;15.035
73;0;2.066;4.132;6.068;8.004;9.225;10.445;10.804;11.163;11.479;11.795;12.412;13.06;13.381;13.703;14.007;14.312;14.624;14.935;15.23;15.524;15.78;16.036;16.29;16.559;16.818;17.077;17.346;17.615;17.876;18.137;18.429;18.721;19.014;19.306;19.598;19.552;19.505;19.459;19.412;19.366;19.333;19.301;19.268;19.235;19.202;19.17;19.137;19.104;19.072;19.039;18.839;18.639;18.438;18.238;18.038;17.838;17.638;17.437;17.237;17.037;16.852;16.667;16.481;16.296;16.111;15.926;15.741;15.556;15.371;15.185
74;0;2.076;4.152;6.088;8.024;9.254;10.483;10.863;11.244;11.55;11.855;12.462;13.111;13.472;13.835;14.141;14.45;14.782;15.115;15.41;15.706;15.982;16.258;16.485;16.745;17.025;17.305;17.565;17.825;18.106;18.388;18.685;18.983;19.28;19.578;19.876;19.813;19.75;19.688;19.625;19.563;19.53;19.497;19.464;19.431;19.398;19.365;19.332;19.299;19.266;19.234;19.031;18.829;18.626;18.424;18.222;18.019;17.817;17.614;17.412;17.209;17.022;16.835;16.647;16.46;16.273;16.085;15.898;15.711;15.523;15.336
75;0;2.086;4.172;6.108;8.044;9.283;10.521;10.923;11.324;11.62;11.916;12.512;13.162;13.563;13.967;14.277;14.589;14.942;15.295;15.591;15.888;16.185;16.481;16.681;16.932;17.233;17.535;17.786;18.037;18.338;18.64;18.943;19.246;19.549;19.851;20.154;20.075;19.996;19.917;19.838;19.759;19.726;19.693;19.66;19.627;19.594;19.561;19.527;19.494;19.461;19.428;19.223;19.019;18.814;18.61;18.405;18.2;17.996;17.791;17.587;17.382;17.192;17.003;16.813;16.624;16.434;16.245;16.055;15.865;15.676;15.486
76;0;2.096;4.193;6.138;8.084;9.313;10.542;10.992;11.442;11.699;11.956;12.553;13.212;13.635;14.061;14.403;14.747;15.101;15.455;15.764;16.072;16.369;16.667;16.872;17.14;17.443;17.746;18.008;18.27;18.583;18.896;19.204;19.512;19.82;20.129;20.437;20.341;20.245;20.149;20.053;19.958;19.924;19.891;19.857;19.824;19.79;19.757;19.723;19.69;19.656;19.623;19.416;19.209;19.002;18.795;18.589;18.382;18.175;17.968;17.761;17.555;17.365;17.175;16.985;16.795;16.605;16.415;16.225;16.035;15.845;15.655
77;0;2.106;4.213;6.168;8.124;9.343;10.562;11.061;11.561;11.778;11.996;12.593;13.263;13.707;14.156;14.529;14.905;15.261;15.617;15.936;16.256;16.555;16.854;17.063;17.349;17.653;17.957;18.231;18.504;18.829;19.153;19.467;19.78;20.094;20.407;20.721;20.608;20.495;20.382;20.269;20.156;20.122;20.088;20.055;20.021;19.987;19.953;19.919;19.885;19.851;19.817;19.608;19.399;19.19;18.981;18.772;18.563;18.354;18.145;17.936;17.727;17.537;17.346;17.156;16.966;16.775;16.585;16.394;16.204;16.014;15.823
78;0;2.116;4.233;6.199;8.164;9.373;10.582;11.13;11.679;11.857;12.036;12.633;13.314;13.78;14.25;14.656;15.065;15.422;15.779;16.11;16.441;16.742;17.042;17.278;17.559;17.865;18.17;18.455;18.739;19.076;19.412;19.731;20.05;20.369;20.687;21.006;20.876;20.746;20.615;20.485;20.355;20.321;20.286;20.252;20.218;20.183;20.149;20.115;20.08;20.046;20.012;19.801;19.589;19.378;19.167;18.956;18.744;18.533;18.322;18.111;17.9;17.709;17.518;17.327;17.136;16.946;16.755;16.564;16.373;16.183;15.992
79;0;2.126;4.253;6.229;8.205;9.403;10.602;11.199;11.797;11.937;12.076;12.673;13.365;13.852;14.345;14.783;15.225;15.584;15.942;16.285;16.628;16.929;17.23;17.5;17.771;18.077;18.384;18.68;18.976;19.324;19.672;19.997;20.321;20.645;20.969;21.293;21.145;20.997;20.849;20.701;20.553;20.519;20.484;20.449;20.415;20.38;20.345;20.311;20.276;20.241;20.206;19.993;19.78;19.566;19.353;19.139;18.926;18.712;18.499;18.285;18.072;17.881;17.69;17.499;17.307;17.116;16.925;16.734;16.543;16.352;16.16
80;0;2.136;4.273;6.259;8.245;9.433;10.622;11.269;11.916;12.016;12.116;12.713;13.416;13.925;14.441;14.911;15.386;15.746;16.106;16.46;16.815;17.118;17.42;17.723;18.025;18.291;18.599;18.907;19.214;19.574;19.934;20.264;20.593;20.923;21.253;21.582;21.416;21.25;21.084;20.918;20.752;20.717;20.682;20.647;20.612;20.577;20.541;20.506;20.471;20.436;20.401;20.185;19.97;19.754;19.538;19.323;19.107;18.892;18.676;18.46;18.245;18.053;17.861;17.67;17.478;17.287;17.095;16.904;16.712;16.52;16.329
81;0;2.136;4.273;6.259;8.245;9.443;10.642;11.299;11.956;12.085;12.215;12.781;13.455;13.975;14.502;14.983;15.469;15.85;16.231;16.605;16.98;17.293;17.606;17.928;18.25;18.527;18.845;19.142;19.44;19.789;20.138;20.46;20.781;21.102;21.424;21.745;21.578;21.41;21.243;21.076;20.909;20.873;20.838;20.803;20.768;20.733;20.698;20.663;20.628;20.593;20.557;20.339;20.121;19.903;19.685;19.467;19.249;19.031;18.813;18.595;18.377;18.183;17.99;17.796;17.603;17.409;17.215;17.022;16.828;16.635;16.441
82;0;2.136;4.273;6.259;8.245;9.453;10.662;11.329;11.996;12.154;12.313;12.849;13.493;14.025;14.564;15.055;15.553;15.955;16.356;16.75;17.145;17.468;17.791;18.134;18.476;18.763;19.091;19.378;19.665;20.004;20.343;20.656;20.969;21.282;21.595;21.908;21.739;21.571;21.402;21.234;21.065;21.03;20.995;20.96;20.925;20.889;20.854;20.819;20.784;20.749;20.714;20.493;20.273;20.053;19.832;19.612;19.391;19.171;18.95;18.73;18.509;18.314;18.118;17.923;17.727;17.531;17.336;17.14;16.945;16.749;16.554
83;0;2.136;4.273;6.259;8.245;9.463;10.682;11.359;12.036;12.224;12.411;12.918;13.532;14.075;14.626;15.128;15.636;16.059;16.481;16.895;17.31;17.643;17.977;18.339;18.701;18.998;19.337;19.614;19.89;20.219;20.547;20.852;21.157;21.461;21.766;22.07;21.901;21.731;21.561;21.391;21.221;21.186;21.151;21.116;21.081;21.046;21.011;20.976;20.941;20.906;20.87;20.648;20.425;20.202;19.979;19.756;19.533;19.31;19.087;18.865;18.642;18.444;18.247;18.049;17.851;17.654;17.456;17.259;17.061;16.863;16.666
84;0;2.136;4.273;6.259;8.245;9.473;10.702;11.389;12.076;12.293;12.509;12.986;13.57;14.125;14.687;15.2;15.72;16.163;16.606;17.04;17.474;17.819;18.163;18.545;18.926;19.234;19.584;19.85;20.116;20.434;20.752;21.048;21.344;21.641;21.937;22.233;22.062;21.891;21.72;21.549;21.378;21.343;21.308;21.273;21.238;21.202;21.167;21.132;21.097;21.062;21.027;20.802;20.576;20.351;20.126;19.901;19.675;19.45;19.225;18.999;18.774;18.575;18.375;18.175;17.976;17.776;17.577;17.377;17.177;16.978;16.778
85;0;2.136;4.273;6.259;8.245;9.483;10.722;11.419;12.116;12.362;12.608;13.054;13.608;14.175;14.749;15.273;15.803;16.267;16.732;17.185;17.639;17.994;18.348;18.75;19.152;19.501;19.851;20.085;20.341;20.649;20.956;21.244;21.532;21.82;22.108;22.396;22.224;22.051;21.879;21.707;21.534;21.499;21.464;21.429;21.394;21.359;21.324;21.289;21.254;21.218;21.183;20.956;20.728;20.5;20.273;20.045;19.817;19.59;19.362;19.134;18.907;18.705;18.503;18.302;18.1;17.899;17.697;17.495;17.294;17.092;16.891
86;0;2.136;4.273;6.259;8.245;9.483;10.722;11.429;12.136;12.412;12.688;13.134;13.689;14.255;14.829;15.354;15.885;16.37;16.855;17.32;17.785;18.16;18.534;18.946;19.358;19.698;20.038;20.281;20.547;20.845;21.142;21.426;21.709;21.993;22.277;22.561;22.387;22.214;22.04;21.866;21.693;21.657;21.622;21.586;21.551;21.515;21.48;21.444;21.409;21.373;21.338;21.11;20.882;20.654;20.426;20.198;19.971;19.743;19.515;19.287;19.059;18.855;18.652;18.448;18.245;18.041;17.837;17.634;17.43;17.227;17.023
87;0;2.136;4.273;6.259;8.245;9.483;10.722;11.439;12.156;12.462;12.768;13.215;13.77;14.336;14.909;15.434;15.966;16.472;16.978;17.455;17.931;18.326;18.72;19.142;19.565;19.895;20.226;20.477;20.754;21.041;21.328;21.607;21.887;22.166;22.446;22.725;22.551;22.376;22.201;22.026;21.851;21.815;21.78;21.744;21.708;21.672;21.636;21.6;21.564;21.528;21.492;21.264;21.036;20.808;20.58;20.352;20.124;19.896;19.668;19.44;19.211;19.006;18.8;18.595;18.389;18.183;17.978;17.772;17.567;17.361;17.155
88;0;2.136;4.273;6.259;8.245;9.483;10.722;11.449;12.176;12.512;12.848;13.295;13.851;14.416;14.989;15.515;16.047;16.574;17.101;17.589;18.077;18.491;18.906;19.338;19.771;20.093;20.414;20.674;20.96;21.237;21.513;21.789;22.064;22.339;22.615;22.89;22.714;22.538;22.362;22.186;22.01;21.974;21.937;21.901;21.865;21.828;21.792;21.756;21.719;21.683;21.647;21.418;21.19;20.962;20.734;20.505;20.277;20.049;19.82;19.592;19.364;19.156;18.949;18.741;18.533;18.326;18.118;17.911;17.703;17.495;17.288
89;0;2.136;4.273;6.259;8.245;9.483;10.722;11.459;12.196;12.563;12.929;13.375;13.932;14.497;15.069;15.596;16.129;16.676;17.224;17.724;18.223;18.657;19.091;19.535;19.978;20.29;20.602;20.87;21.167;21.433;21.699;21.97;22.241;22.513;22.784;23.055;22.878;22.7;22.523;22.346;22.168;22.132;22.095;22.058;22.021;21.985;21.948;21.911;21.875;21.838;21.801;21.573;21.344;21.116;20.887;20.659;20.43;20.202;19.973;19.745;19.516;19.307;19.097;18.887;18.678;18.468;18.259;18.049;17.839;17.63;17.42
90;0;2.136;4.273;6.259;8.245;9.483;10.722;11.469;12.217;12.613;13.009;13.455;14.013;14.577;15.149;15.677;16.21;16.779;17.347;17.858;18.369;18.823;19.277;19.731;20.184;20.487;20.789;21.066;21.374;21.629;21.885;22.152;22.419;22.686;22.953;23.22;23.041;22.863;22.684;22.505;22.327;22.29;22.253;22.215;22.178;22.141;22.104;22.067;22.03;21.993;21.956;21.727;21.498;21.27;21.041;20.812;20.584;20.355;20.126;19.898;19.669;19.457;19.246;19.034;18.822;18.611;18.399;18.187;17.976;17.764;17.553
91;0;2.126;4.253;6.229;8.205;9.453;10.702;11.449;12.196;12.623;13.049;13.495;14.053;14.628;15.211;15.77;16.335;16.904;17.472;17.993;18.513;18.957;19.4;19.843;20.287;20.589;20.892;21.147;21.434;21.67;21.906;22.189;22.472;22.755;23.039;23.322;23.114;22.907;22.699;22.493;22.287;22.25;22.213;22.176;22.139;22.102;22.065;22.028;21.991;21.954;21.918;21.689;21.46;21.232;21.003;20.774;20.545;20.317;20.088;19.859;19.631;19.419;19.207;18.996;18.784;18.573;18.361;18.149;17.938;17.726;17.514
92;0;2.116;4.233;6.199;8.164;9.423;10.682;11.429;12.176;12.633;13.089;13.535;14.094;14.679;15.273;15.863;16.46;17.029;17.597;18.127;18.657;19.09;19.523;19.956;20.389;20.691;20.994;21.234;21.495;21.71;21.926;22.226;22.526;22.825;23.125;23.424;23.187;22.951;22.715;22.48;22.247;22.21;22.173;22.136;22.1;22.063;22.026;21.99;21.953;21.916;21.879;21.651;21.422;21.193;20.965;20.736;20.507;20.279;20.05;19.821;19.593;19.381;19.169;18.958;18.746;18.534;18.323;18.111;17.9;17.688;17.476
93;0;2.106;4.213;6.168;8.124;9.393;10.662;11.409;12.156;12.643;13.129;13.576;14.134;14.73;15.334;15.956;16.586;17.154;17.723;18.262;18.801;19.224;19.646;20.069;20.491;20.794;21.096;21.32;21.555;21.751;21.947;22.263;22.579;22.895;23.211;23.527;23.26;22.994;22.73;22.468;22.206;22.17;22.133;22.097;22.06;22.024;21.987;21.951;21.914;21.878;21.841;21.613;21.384;21.155;20.927;20.698;20.469;20.241;20.012;19.783;19.554;19.343;19.131;18.92;18.708;18.496;18.285;18.073;17.861;17.65;17.438
94;0;2.096;4.193;6.138;8.084;9.363;10.642;11.389;12.136;12.653;13.169;13.616;14.175;14.781;15.396;16.049;16.711;17.279;17.848;18.396;18.945;19.357;19.769;20.181;20.593;20.896;21.198;21.407;21.616;21.792;21.968;22.3;22.632;22.964;23.297;23.629;23.333;23.038;22.746;22.455;22.166;22.13;22.094;22.057;22.021;21.985;21.948;21.912;21.876;21.84;21.803;21.575;21.346;21.117;20.888;20.66;20.431;20.202;19.974;19.745;19.516;19.305;19.093;18.881;18.67;18.458;18.247;18.035;17.823;17.612;17.4
95;0;2.086;4.172;6.108;8.044;9.333;10.622;11.369;12.116;12.663;13.21;13.656;14.215;14.832;15.457;16.142;16.836;17.404;17.973;18.531;19.089;19.491;19.892;20.294;20.696;20.998;21.301;21.493;21.686;21.833;21.989;22.337;22.686;23.034;23.383;23.731;23.406;23.082;22.761;22.443;22.126;22.09;22.054;22.018;21.982;21.946;21.91;21.873;21.837;21.801;21.765;21.536;21.308;21.079;20.85;20.622;20.393;20.164;19.936;19.707;19.478;19.267;19.055;18.843;18.632;18.42;18.208;17.997;17.785;17.574;17.362
