TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
48;0;1.849;3.698;5.547;7.396;9.245;11.094;12.063;13.032;13.342;13.651;14.087;14.523;14.939;15.355;15.693;16.031;15.946;15.98;16.194;16.665;16.443;16.221;15.999;15.778;15.556;15.334;15.112;14.89;14.668;14.446;14.224;14.003;13.781;13.559;13.337;13.115;12.893;12.671;12.449;12.228;11.924;11.621;11.318;11.014;10.711;10.407;10.104;9.801;9.497;9.194;8.801;8.408;8.015;7.622;7.228;6.835;6.442;6.049;5.656;5.263;4.869;4.476;4.083;3.69;3.297;2.904;2.511;2.117;1.724;1.331
49;0;1.878;3.756;5.634;7.511;9.389;11.267;12.204;13.142;13.482;13.822;14.241;14.66;15.087;15.513;15.858;16.202;16.124;16.167;16.393;16.88;16.651;16.423;16.195;15.966;15.738;15.509;15.281;15.053;14.824;14.596;14.367;14.139;13.911;13.682;13.454;13.225;12.997;12.769;12.54;12.312;12.01;11.707;11.405;11.103;10.8;10.498;10.196;9.894;9.591;9.289;8.892;8.496;8.099;7.702;7.306;6.909;6.513;6.116;5.719;5.323;4.926;4.529;4.133;3.736;3.34;2.943;2.546;2.15;1.753;1.356
50;0;1.907;3.813;5.72;7.627;9.533;11.44;12.346;13.251;13.622;13.992;14.395;14.797;15.234;15.671;16.022;16.373;16.303;16.355;16.592;17.095;16.86;16.625;16.39;16.155;15.92;15.685;15.45;15.215;14.98;14.745;14.51;14.276;14.041;13.806;13.571;13.336;13.101;12.866;12.631;12.396;12.095;11.794;11.492;11.191;10.89;10.589;10.288;9.986;9.685;9.384;8.984;8.584;8.184;7.783;7.383;6.983;6.583;6.183;5.783;5.383;4.983;4.583;4.182;3.782;3.382;2.982;2.582;2.182;1.782;1.382
51;0;1.935;3.871;5.806;7.742;9.677;11.613;12.487;13.361;13.762;14.163;14.549;14.934;15.382;15.829;16.186;16.543;16.481;16.542;16.791;17.31;17.068;16.827;16.585;16.344;16.102;15.861;15.619;15.378;15.136;14.895;14.653;14.412;14.171;13.929;13.688;13.446;13.205;12.963;12.722;12.48;12.18;11.88;11.58;11.28;10.98;10.679;10.379;10.079;9.779;9.479;9.075;8.672;8.268;7.864;7.461;7.057;6.654;6.25;5.846;5.443;5.039;4.636;4.232;3.829;3.425;3.021;2.618;2.214;1.811;1.407
52;0;1.964;3.928;5.893;7.857;9.821;11.785;12.628;13.47;13.902;14.334;14.702;15.071;15.529;15.987;16.35;16.714;16.659;16.73;16.99;17.524;17.276;17.028;16.78;16.532;16.284;16.036;15.788;15.54;15.292;15.044;14.797;14.549;14.301;14.053;13.805;13.557;13.309;13.061;12.813;12.565;12.265;11.966;11.667;11.368;11.069;10.77;10.471;10.172;9.873;9.574;9.167;8.759;8.352;7.945;7.538;7.131;6.724;6.317;5.91;5.503;5.096;4.689;4.282;3.875;3.468;3.061;2.653;2.246;1.839;1.432
53;0;1.985;3.97;5.954;7.939;9.924;11.909;12.739;13.569;14.001;14.434;14.808;15.183;15.645;16.107;16.481;16.856;16.806;16.884;17.153;17.698;17.445;17.191;16.938;16.684;16.431;16.177;15.924;15.67;15.416;15.163;14.909;14.656;14.402;14.149;13.895;13.642;13.388;13.135;12.881;12.628;12.33;12.033;11.735;11.438;11.14;10.843;10.545;10.248;9.95;9.653;9.243;8.832;8.422;8.012;7.602;7.192;6.782;6.372;5.962;5.552;5.142;4.731;4.321;3.911;3.501;3.091;2.681;2.271;1.861;1.451
54;0;2.005;4.011;6.016;8.022;10.027;12.033;12.85;13.668;14.101;14.534;14.914;15.295;15.761;16.227;16.612;16.998;16.953;17.039;17.316;17.872;17.613;17.354;17.095;16.836;16.577;16.318;16.059;15.8;15.541;15.281;15.022;14.763;14.504;14.245;13.986;13.727;13.468;13.209;12.95;12.691;12.395;12.099;11.803;11.507;11.211;10.915;10.619;10.323;10.028;9.732;9.318;8.905;8.492;8.079;7.666;7.253;6.84;6.427;6.013;5.6;5.187;4.774;4.361;3.948;3.535;3.122;2.709;2.295;1.882;1.469
55;0;2.026;4.052;6.078;8.104;10.13;12.156;12.961;13.766;14.2;14.634;15.02;15.407;15.876;16.346;16.743;17.141;17.101;17.193;17.479;18.046;17.781;17.517;17.252;16.987;16.723;16.458;16.194;15.929;15.665;15.4;15.135;14.871;14.606;14.342;14.077;13.812;13.548;13.283;13.019;12.754;12.46;12.165;11.871;11.577;11.282;10.988;10.694;10.399;10.105;9.811;9.394;8.978;8.562;8.146;7.73;7.314;6.898;6.481;6.065;5.649;5.233;4.817;4.401;3.984;3.568;3.152;2.736;2.32;1.904;1.488
56;0;2.047;4.093;6.14;8.187;10.234;12.28;13.073;13.865;14.3;14.734;15.126;15.518;15.992;16.466;16.874;17.283;17.248;17.348;17.642;18.219;17.949;17.679;17.409;17.139;16.869;16.599;16.329;16.059;15.789;15.518;15.248;14.978;14.708;14.438;14.168;13.898;13.628;13.358;13.087;12.817;12.525;12.232;11.939;11.646;11.353;11.061;10.768;10.475;10.182;9.89;9.47;9.051;8.632;8.213;7.794;7.375;6.955;6.536;6.117;5.698;5.279;4.859;4.44;4.021;3.602;3.183;2.764;2.344;1.925;1.506
57;0;2.067;4.135;6.202;8.269;10.337;12.404;13.184;13.964;14.399;14.834;15.232;15.63;16.108;16.586;17.005;17.425;17.396;17.503;17.805;18.393;18.118;17.842;17.566;17.291;17.015;16.739;16.464;16.188;15.913;15.637;15.361;15.086;14.81;14.534;14.259;13.983;13.707;13.432;13.156;12.881;12.589;12.298;12.007;11.716;11.425;11.133;10.842;10.551;10.26;9.969;9.546;9.124;8.702;8.28;7.858;7.435;7.013;6.591;6.169;5.747;5.324;4.902;4.48;4.058;3.635;3.213;2.791;2.369;1.947;1.524
58;0;2.088;4.176;6.264;8.352;10.44;12.528;13.295;14.062;14.498;14.934;15.338;15.742;16.224;16.706;17.137;17.567;17.543;17.657;17.967;18.567;18.286;18.005;17.724;17.442;17.161;16.88;16.599;16.318;16.037;15.755;15.474;15.193;14.912;14.631;14.35;14.068;13.787;13.506;13.225;12.944;12.654;12.364;12.075;11.785;11.496;11.206;10.916;10.627;10.337;10.048;9.622;9.197;8.772;8.347;7.921;7.496;7.071;6.646;6.22;5.795;5.37;4.945;4.52;4.094;3.669;3.244;2.819;2.393;1.968;1.543
59;0;2.109;4.217;6.326;8.434;10.543;12.651;13.406;14.161;14.598;15.034;15.444;15.854;16.34;16.826;17.268;17.709;17.691;17.812;18.13;18.741;18.454;18.167;17.881;17.594;17.307;17.021;16.734;16.447;16.161;15.874;15.587;15.3;15.014;14.727;14.44;14.154;13.867;13.58;13.294;13.007;12.719;12.431;12.143;11.855;11.567;11.279;10.991;10.703;10.415;10.127;9.698;9.27;8.842;8.413;7.985;7.557;7.129;6.7;6.272;5.844;5.416;4.987;4.559;4.131;3.703;3.274;2.846;2.418;1.99;1.561
60;0;2.129;4.258;6.388;8.517;10.646;12.775;13.517;14.26;14.697;15.134;15.55;15.966;16.456;16.946;17.399;17.851;17.856;18.04;18.293;18.915;18.622;18.33;18.038;17.746;17.453;17.161;16.869;16.577;16.285;15.992;15.7;15.408;15.116;14.823;14.531;14.239;13.947;13.655;13.362;13.07;12.784;12.497;12.211;11.924;11.638;11.351;11.065;10.778;10.492;10.206;9.774;9.343;8.912;8.48;8.049;7.618;7.186;6.755;6.324;5.893;5.461;5.03;4.599;4.167;3.736;3.305;2.874;2.442;2.011;1.58
61;0;2.133;4.265;6.398;8.53;10.663;12.796;13.535;14.274;14.725;15.176;15.597;16.018;16.5;16.983;17.463;17.944;18.036;18.236;18.472;19.086;18.788;18.489;18.191;17.893;17.594;17.296;16.998;16.699;16.401;16.103;15.804;15.506;15.208;14.909;14.611;14.313;14.014;13.716;13.418;13.119;12.831;12.544;12.256;11.968;11.68;11.392;11.105;10.817;10.529;10.241;9.809;9.376;8.944;8.511;8.078;7.646;7.213;6.781;6.348;5.915;5.483;5.05;4.618;4.185;3.752;3.32;2.887;2.455;2.022;1.59
62;0;2.136;4.272;6.408;8.544;10.68;12.816;13.552;14.288;14.753;15.219;15.644;16.07;16.545;17.02;17.528;18.037;18.215;18.432;18.651;19.257;18.953;18.648;18.344;18.039;17.735;17.431;17.126;16.822;16.517;16.213;15.908;15.604;15.299;14.995;14.691;14.386;14.082;13.777;13.473;13.168;12.879;12.59;12.301;12.012;11.723;11.434;11.144;10.855;10.566;10.277;9.843;9.409;8.975;8.542;8.108;7.674;7.24;6.806;6.372;5.938;5.504;5.07;4.637;4.203;3.769;3.335;2.901;2.467;2.033;1.599
63;0;2.143;4.285;6.428;8.57;10.713;12.855;13.586;14.317;14.802;15.288;15.719;16.15;16.616;17.082;17.623;18.163;18.395;18.627;18.859;19.429;19.118;18.807;18.497;18.186;17.876;17.565;17.255;16.944;16.634;16.323;16.012;15.702;15.391;15.081;14.77;14.46;14.149;13.839;13.528;13.218;12.927;12.637;12.346;12.056;11.765;11.475;11.184;10.894;10.603;10.313;9.878;9.442;9.007;8.572;8.137;7.702;7.267;6.831;6.396;5.961;5.526;5.091;4.655;4.22;3.785;3.35;2.915;2.48;2.044;1.609
64;0;2.154;4.308;6.462;8.616;10.77;12.924;13.654;14.385;14.887;15.388;15.826;16.263;16.724;17.184;17.755;18.326;18.575;18.823;19.071;19.6;19.283;18.967;18.65;18.333;18.017;17.7;17.383;17.067;16.75;16.433;16.117;15.8;15.483;15.167;14.85;14.533;14.217;13.9;13.583;13.267;12.975;12.683;12.391;12.099;11.808;11.516;11.224;10.932;10.64;10.349;9.912;9.476;9.039;8.603;8.166;7.73;7.293;6.857;6.42;5.984;5.547;5.111;4.674;4.238;3.801;3.365;2.928;2.492;2.056;1.619
65;0;2.165;4.331;6.496;8.662;10.827;12.993;13.723;14.453;14.971;15.489;15.933;16.377;16.832;17.286;17.888;18.49;18.754;19.018;19.282;19.771;19.448;19.126;18.803;18.48;18.157;17.835;17.512;17.189;16.866;16.543;16.221;15.898;15.575;15.252;14.93;14.607;14.284;13.961;13.639;13.316;13.023;12.73;12.436;12.143;11.85;11.557;11.264;10.971;10.678;10.384;9.947;9.509;9.071;8.633;8.196;7.758;7.32;6.882;6.444;6.007;5.569;5.131;4.693;4.256;3.818;3.38;2.942;2.504;2.067;1.629
66;0;2.177;4.354;6.531;8.708;10.885;13.062;13.791;14.521;15.055;15.589;16.04;16.491;16.939;17.388;18.021;18.654;18.934;19.214;19.494;19.942;19.614;19.285;18.956;18.627;18.298;17.969;17.64;17.311;16.983;16.654;16.325;15.996;15.667;15.338;15.009;14.68;14.352;14.023;13.694;13.365;13.07;12.776;12.482;12.187;11.893;11.598;11.304;11.009;10.715;10.42;9.981;9.542;9.103;8.664;8.225;7.786;7.347;6.908;6.469;6.029;5.59;5.151;4.712;4.273;3.834;3.395;2.956;2.517;2.078;1.639
67;0;2.188;4.377;6.565;8.754;10.942;13.13;13.86;14.589;15.139;15.689;16.147;16.604;17.047;17.49;18.153;18.817;19.113;19.409;19.705;20.114;19.779;19.444;19.109;18.774;18.439;18.104;17.769;17.434;17.099;16.764;16.429;16.094;15.759;15.424;15.089;14.754;14.419;14.084;13.749;13.414;13.118;12.822;12.527;12.231;11.935;11.639;11.343;11.048;10.752;10.456;10.016;9.575;9.135;8.694;8.254;7.814;7.373;6.933;6.493;6.052;5.612;5.171;4.731;4.291;3.85;3.41;2.97;2.529;2.089;1.649
68;0;2.2;4.4;6.6;8.8;10.999;13.199;13.928;14.657;15.224;15.79;16.254;16.718;17.155;17.591;18.286;18.981;19.293;19.605;19.917;20.285;19.944;19.603;19.262;18.921;18.58;18.239;17.897;17.556;17.215;16.874;16.533;16.192;15.851;15.51;15.169;14.828;14.487;14.145;13.804;13.463;13.166;12.869;12.572;12.275;11.977;11.68;11.383;11.086;10.789;10.492;10.05;9.608;9.167;8.725;8.283;7.842;7.4;6.958;6.517;6.075;5.633;5.192;4.75;4.308;3.867;3.425;2.983;2.542;2.1;1.658
69;0;2.211;4.423;6.634;8.845;11.057;13.268;13.997;14.725;15.308;15.89;16.361;16.832;17.263;17.693;18.419;19.144;19.472;19.8;20.128;20.456;20.109;19.762;19.415;19.068;18.72;18.373;18.026;17.679;17.332;16.984;16.637;16.29;15.943;15.596;15.248;14.901;14.554;14.207;13.86;13.512;13.214;12.915;12.617;12.318;12.02;11.721;11.423;11.124;10.826;10.527;10.085;9.642;9.199;8.756;8.313;7.87;7.427;6.984;6.541;6.098;5.655;5.212;4.769;4.326;3.883;3.44;2.997;2.554;2.111;1.668
70;0;2.223;4.446;6.668;8.891;11.114;13.337;14.065;14.794;15.392;15.99;16.468;16.946;17.37;17.795;18.551;19.308;19.652;19.996;20.34;20.684;20.274;19.921;19.568;19.214;18.861;18.508;18.155;17.801;17.448;17.095;16.741;16.388;16.035;15.681;15.328;14.975;14.621;14.268;13.915;13.562;13.262;12.962;12.662;12.362;12.062;11.763;11.463;11.163;10.863;10.563;10.119;9.675;9.23;8.786;8.342;7.898;7.453;7.009;6.565;6.121;5.676;5.232;4.788;4.344;3.899;3.455;3.011;2.567;2.122;1.678
71;0;2.234;4.469;6.703;8.937;11.171;13.406;14.134;14.862;15.476;16.091;16.575;17.073;17.506;17.94;18.744;19.55;19.911;20.272;20.634;20.995;20.521;20.161;19.8;19.439;19.078;18.717;18.356;17.995;17.635;17.274;16.913;16.552;16.191;15.83;15.469;15.097;14.724;14.352;13.981;13.611;13.31;13.008;12.707;12.406;12.105;11.804;11.503;11.201;10.9;10.599;10.153;9.708;9.262;8.817;8.371;7.926;7.48;7.035;6.589;6.143;5.698;5.252;4.807;4.361;3.916;3.47;3.025;2.579;2.133;1.688
72;0;2.246;4.492;6.737;8.983;11.229;13.475;14.202;14.93;15.561;16.191;16.682;17.201;17.642;18.085;18.937;19.792;20.171;20.55;20.929;21.308;20.77;20.401;20.033;19.664;19.296;18.927;18.559;18.191;17.822;17.454;17.085;16.717;16.348;15.98;15.611;15.219;14.827;14.437;14.048;13.66;13.357;13.055;12.752;12.45;12.147;11.845;11.542;11.24;10.937;10.635;10.188;9.741;9.294;8.847;8.401;7.954;7.507;7.06;6.613;6.166;5.719;5.273;4.826;4.379;3.932;3.485;3.038;2.591;2.145;1.698
73;0;2.257;4.514;6.772;9.029;11.286;13.543;14.271;14.998;15.645;16.292;16.789;17.328;17.778;18.231;19.131;20.037;20.433;20.83;21.226;21.623;21.019;20.643;20.267;19.891;19.515;19.139;18.763;18.387;18.011;17.634;17.258;16.882;16.506;16.13;15.754;15.341;14.931;14.522;14.114;13.709;13.405;13.101;12.797;12.494;12.19;11.886;11.582;11.278;10.974;10.671;10.222;9.774;9.326;8.878;8.43;7.982;7.534;7.085;6.637;6.189;5.741;5.293;4.845;4.396;3.948;3.5;3.052;2.604;2.156;1.708
74;0;2.269;4.537;6.806;9.075;11.343;13.612;14.339;15.066;15.729;16.392;16.896;17.456;17.915;18.377;19.327;20.282;20.696;21.111;21.525;21.939;21.27;20.886;20.503;20.119;19.735;19.351;18.967;18.584;18.2;17.816;17.432;17.049;16.665;16.281;15.897;15.465;15.034;14.607;14.181;13.758;13.453;13.148;12.843;12.537;12.232;11.927;11.622;11.317;11.012;10.706;10.257;9.807;9.358;8.909;8.459;8.01;7.56;7.111;6.661;6.212;5.762;5.313;4.863;4.414;3.965;3.515;3.066;2.616;2.167;1.717
75;0;2.28;4.56;6.84;9.121;11.401;13.681;14.408;15.134;15.813;16.492;17.003;17.584;18.052;18.523;19.522;20.529;20.961;21.393;21.825;22.258;21.522;21.131;20.739;20.348;19.956;19.565;19.173;18.782;18.39;17.999;17.607;17.216;16.824;16.433;16.041;15.588;15.138;14.692;14.248;13.807;13.501;13.194;12.888;12.581;12.275;11.968;11.662;11.355;11.049;10.742;10.291;9.841;9.39;8.939;8.488;8.038;7.587;7.136;6.685;6.235;5.784;5.333;4.882;4.432;3.981;3.53;3.079;2.629;2.178;1.727
76;0;2.28;4.56;6.84;9.12;11.4;13.68;14.419;15.158;15.847;16.537;17.065;17.678;18.175;18.675;19.674;20.683;21.124;21.565;22.006;22.447;21.612;21.21;20.808;20.406;20.006;19.618;19.231;18.843;18.456;18.068;17.681;17.293;16.905;16.518;16.13;15.669;15.211;14.757;14.307;13.86;13.549;13.237;12.926;12.614;12.303;11.992;11.68;11.369;11.058;10.746;10.296;9.846;9.396;8.946;8.496;8.046;7.596;7.146;6.696;6.246;5.796;5.346;4.896;4.446;3.996;3.546;3.096;2.646;2.195;1.745
77;0;2.28;4.56;6.84;9.12;11.4;13.679;14.431;15.182;15.881;16.581;17.127;17.772;18.297;18.827;19.827;20.837;21.287;21.737;22.187;22.637;21.794;21.388;20.983;20.577;20.171;19.765;19.359;18.954;18.548;18.142;17.754;17.371;16.987;16.603;16.22;15.75;15.284;14.823;14.366;13.913;13.596;13.28;12.964;12.648;12.332;12.015;11.699;11.383;11.067;10.751;10.301;9.852;9.403;8.953;8.504;8.054;7.605;7.156;6.706;6.257;5.808;5.358;4.909;4.46;4.01;3.561;3.112;2.662;2.213;1.764
78;0;2.28;4.56;6.839;9.119;11.399;13.679;14.442;15.206;15.916;16.625;17.189;17.866;18.42;18.979;19.98;20.992;21.451;21.91;22.369;22.828;21.977;21.568;21.158;20.748;20.338;19.929;19.519;19.109;18.7;18.29;17.88;17.47;17.069;16.689;16.31;15.831;15.358;14.889;14.425;13.965;13.644;13.323;13.002;12.681;12.36;12.039;11.718;11.397;11.076;10.755;10.306;9.857;9.409;8.96;8.512;8.063;7.614;7.166;6.717;6.268;5.82;5.371;4.922;4.474;4.025;3.576;3.128;2.679;2.231;1.782
79;0;2.28;4.559;6.839;9.119;11.398;13.678;14.454;15.23;15.95;16.669;17.25;17.96;18.543;19.132;20.134;21.148;21.616;22.084;22.552;23.02;22.161;21.748;21.334;20.92;20.507;20.093;19.679;19.266;18.852;18.438;18.025;17.611;17.197;16.784;16.4;15.913;15.431;14.955;14.484;14.018;13.692;13.366;13.04;12.714;12.388;12.063;11.737;11.411;11.085;10.759;10.311;9.863;9.415;8.967;8.519;8.071;7.623;7.175;6.728;6.28;5.832;5.384;4.936;4.488;4.04;3.592;3.144;2.696;2.248;1.8
80;0;2.28;4.559;6.839;9.118;11.398;13.677;14.465;15.254;15.984;16.714;17.312;18.054;18.666;19.286;20.288;21.304;21.781;22.258;22.735;23.213;22.346;21.928;21.511;21.093;20.675;20.258;19.84;19.422;19.005;18.587;18.17;17.752;17.334;16.917;16.499;15.994;15.505;15.021;14.543;14.07;13.74;13.409;13.078;12.748;12.417;12.086;11.755;11.425;11.094;10.763;10.316;9.869;9.421;8.974;8.527;8.08;7.633;7.185;6.738;6.291;5.844;5.396;4.949;4.502;4.055;3.607;3.16;2.713;2.266;1.818
81;0;2.279;4.559;6.838;9.118;11.397;13.677;14.477;15.277;16.018;16.758;17.374;18.134;18.761;19.395;20.38;21.378;21.863;22.347;22.832;23.316;22.445;22.025;21.605;21.185;20.765;20.345;19.925;19.505;19.085;18.665;18.245;17.825;17.405;16.985;16.565;16.027;15.542;15.064;14.59;14.123;13.787;13.452;13.116;12.781;12.445;12.11;11.774;11.439;11.103;10.767;10.321;9.874;9.428;8.981;8.535;8.088;7.642;7.195;6.749;6.302;5.856;5.409;4.962;4.516;4.069;3.623;3.176;2.73;2.283;1.837
82;0;2.279;4.559;6.838;9.117;11.396;13.676;14.489;15.301;16.052;16.802;17.436;18.214;18.855;19.503;20.472;21.453;21.944;22.436;22.928;23.42;22.544;22.122;21.7;21.277;20.855;20.432;20.01;19.588;19.165;18.743;18.32;17.898;17.476;17.053;16.631;16.084;15.58;15.106;14.638;14.176;13.835;13.495;13.154;12.814;12.474;12.133;11.793;11.452;11.112;10.772;10.326;9.88;9.434;8.988;8.542;8.097;7.651;7.205;6.759;6.313;5.867;5.422;4.976;4.53;4.084;3.638;3.192;2.747;2.301;1.855
83;0;2.279;4.558;6.838;9.117;11.396;13.675;14.5;15.325;16.086;16.846;17.498;18.294;18.949;19.612;20.563;21.527;22.026;22.525;23.024;23.524;22.643;22.219;21.794;21.369;20.944;20.52;20.095;19.67;19.245;18.821;18.396;17.971;17.546;17.121;16.697;16.147;15.617;15.149;14.686;14.228;13.883;13.538;13.193;12.847;12.502;12.157;11.812;11.466;11.121;10.776;10.331;9.886;9.44;8.995;8.55;8.105;7.66;7.215;6.77;6.325;5.879;5.434;4.989;4.544;4.099;3.654;3.209;2.763;2.318;1.873
84;0;2.279;4.558;6.837;9.116;11.395;13.674;14.512;15.349;16.12;16.891;17.559;18.374;19.043;19.72;20.655;21.602;22.108;22.614;23.121;23.627;22.743;22.315;21.888;21.461;21.034;20.607;20.18;19.753;19.325;18.898;18.471;18.044;17.617;17.19;16.763;16.21;15.664;15.191;14.733;14.281;13.931;13.581;13.231;12.881;12.53;12.18;11.83;11.48;11.13;10.78;10.336;9.891;9.447;9.002;8.558;8.113;7.669;7.225;6.78;6.336;5.891;5.447;5.002;4.558;4.114;3.669;3.225;2.78;2.336;1.891
85;0;2.279;4.558;6.837;9.116;11.395;13.674;14.523;15.373;16.154;16.935;17.621;18.454;19.137;19.829;20.747;21.676;22.19;22.704;23.217;23.731;22.842;22.412;21.983;21.553;21.124;20.694;20.265;19.835;19.406;18.976;18.547;18.117;17.688;17.258;16.828;16.273;15.724;15.234;14.781;14.334;13.979;13.624;13.269;12.914;12.559;12.204;11.849;11.494;11.139;10.784;10.341;9.897;9.453;9.009;8.566;8.122;7.678;7.234;6.791;6.347;5.903;5.46;5.016;4.572;4.128;3.685;3.241;2.797;2.353;1.91
86;0;2.279;4.558;6.836;9.115;11.394;13.673;14.535;15.397;16.188;16.979;17.683;18.534;19.231;19.938;20.838;21.751;22.272;22.793;23.314;23.835;22.941;22.509;22.077;21.645;21.213;20.781;20.35;19.918;19.486;19.054;18.622;18.19;17.758;17.326;16.894;16.336;15.784;15.276;14.829;14.386;14.026;13.667;13.307;12.947;12.587;12.228;11.868;11.508;11.148;10.788;10.345;9.902;9.459;9.016;8.573;8.13;7.687;7.244;6.801;6.358;5.915;5.472;5.029;4.586;4.143;3.7;3.257;2.814;2.371;1.928
87;0;2.279;4.557;6.836;9.115;11.393;13.672;14.546;15.421;16.222;17.024;17.745;18.614;19.326;20.046;20.93;21.825;22.353;22.882;23.41;23.938;23.04;22.606;22.172;21.737;21.303;20.869;20.434;20;19.566;19.132;18.697;18.263;17.829;17.395;16.96;16.399;15.844;15.319;14.876;14.439;14.074;13.71;13.345;12.98;12.616;12.251;11.887;11.522;11.157;10.793;10.35;9.908;9.466;9.023;8.581;8.139;7.696;7.254;6.812;6.369;5.927;5.485;5.042;4.6;4.158;3.716;3.273;2.831;2.389;1.946
88;0;2.279;4.557;6.836;9.114;11.393;13.671;14.558;15.445;16.256;17.068;17.807;18.694;19.42;20.155;21.022;21.899;22.435;22.971;23.506;24.042;23.139;22.703;22.266;21.829;21.393;20.956;20.519;20.083;19.646;19.209;18.773;18.336;17.899;17.463;17.026;16.462;15.904;15.361;14.924;14.491;14.122;13.753;13.383;13.014;12.644;12.275;11.905;11.536;11.166;10.797;10.355;9.914;9.472;9.03;8.589;8.147;7.706;7.264;6.822;6.381;5.939;5.497;5.056;4.614;4.173;3.731;3.289;2.848;2.406;1.964
89;0;2.278;4.557;6.835;9.114;11.392;13.671;14.57;15.468;16.29;17.112;17.868;18.774;19.514;20.263;21.113;21.974;22.517;23.06;23.603;24.146;23.238;22.799;22.36;21.921;21.482;21.043;20.604;20.165;19.726;19.287;18.848;18.409;17.97;17.531;17.092;16.525;15.965;15.411;14.972;14.544;14.17;13.795;13.421;13.047;12.673;12.298;11.924;11.55;11.175;10.801;10.36;9.919;9.478;9.037;8.597;8.156;7.715;7.274;6.833;6.392;5.951;5.51;5.069;4.628;4.187;3.746;3.305;2.865;2.424;1.983
90;0;2.278;4.557;6.835;9.113;11.392;13.67;14.581;15.492;16.324;17.156;17.93;18.854;19.608;20.372;21.205;22.048;22.599;23.149;23.699;24.249;23.338;22.896;22.455;22.013;21.572;21.131;20.689;20.248;19.806;19.365;18.924;18.482;18.041;17.599;17.158;16.588;16.025;15.468;15.019;14.597;14.218;13.838;13.459;13.08;12.701;12.322;11.943;11.564;11.184;10.805;10.365;9.925;9.485;9.044;8.604;8.164;7.724;7.284;6.843;6.403;5.963;5.523;5.083;4.642;4.202;3.762;3.322;2.881;2.441;2.001
91;0;2.274;4.548;6.822;9.095;11.369;13.643;14.559;15.475;16.322;17.169;17.942;18.865;19.635;20.416;21.25;22.096;22.645;23.195;23.745;24.294;23.385;22.948;22.51;22.073;21.635;21.197;20.76;20.322;19.885;19.447;19.01;18.572;18.134;17.697;17.259;16.692;16.132;15.579;15.119;14.714;14.329;13.944;13.559;13.173;12.788;12.403;12.018;11.633;11.247;10.862;10.42;9.979;9.537;9.095;8.654;8.212;7.77;7.328;6.887;6.445;6.003;5.562;5.12;4.678;4.236;3.795;3.353;2.911;2.47;2.028
92;0;2.269;4.539;6.808;9.077;11.347;13.616;14.537;15.458;16.32;17.183;17.954;18.876;19.663;20.459;21.296;22.143;22.692;23.241;23.79;24.339;23.433;22.999;22.565;22.132;21.698;21.264;20.83;20.397;19.963;19.529;19.096;18.662;18.228;17.794;17.361;16.797;16.239;15.689;15.219;14.832;14.44;14.049;13.658;13.267;12.875;12.484;12.093;11.702;11.31;10.919;10.476;10.033;9.589;9.146;8.703;8.26;7.817;7.373;6.93;6.487;6.044;5.6;5.157;4.714;4.271;3.828;3.384;2.941;2.498;2.055
93;0;2.265;4.53;6.795;9.06;11.324;13.589;14.515;15.44;16.318;17.196;17.966;18.887;19.69;20.503;21.341;22.19;22.738;23.287;23.836;24.384;23.481;23.051;22.621;22.191;21.761;21.331;20.901;20.471;20.041;19.611;19.182;18.752;18.322;17.892;17.462;16.901;16.347;15.799;15.319;14.949;14.552;14.154;13.757;13.36;12.962;12.565;12.168;11.771;11.373;10.976;10.531;10.086;9.642;9.197;8.752;8.308;7.863;7.418;6.973;6.529;6.084;5.639;5.195;4.75;4.305;3.86;3.416;2.971;2.526;2.082
94;0;2.26;4.521;6.781;9.042;11.302;13.563;14.493;15.423;16.316;17.209;17.979;18.898;19.717;20.547;21.386;22.237;22.785;23.333;23.881;24.429;23.528;23.102;22.676;22.25;21.824;21.398;20.972;20.546;20.12;19.694;19.268;18.841;18.415;17.989;17.563;17.005;16.454;15.909;15.419;15.066;14.663;14.26;13.856;13.453;13.05;12.646;12.243;11.84;11.436;11.033;10.587;10.14;9.694;9.248;8.802;8.356;7.909;7.463;7.017;6.571;6.124;5.678;5.232;4.786;4.34;3.893;3.447;3.001;2.555;2.109
95;0;2.256;4.512;6.768;9.024;11.28;13.536;14.471;15.405;16.314;17.222;17.991;18.909;19.744;20.59;21.432;22.284;22.831;23.379;23.926;24.474;23.576;23.154;22.731;22.309;21.887;21.465;21.042;20.62;20.198;19.776;19.354;18.931;18.509;18.087;17.665;17.11;16.561;16.019;15.518;15.184;14.774;14.365;13.956;13.546;13.137;12.727;12.318;11.909;11.499;11.09;10.642;10.194;9.747;9.299;8.851;8.403;7.956;7.508;7.06;6.613;6.165;5.717;5.269;4.822;4.374;3.926;3.479;3.031;2.583;2.135
