TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
48;0;2.317;4.634;6.994;9.354;11.009;12.664;13.388;14.112;14.429;14.746;15.463;16.18;16.511;16.842;17.06;17.278;17.493;17.709;17.625;17.807;17.951;18.094;18.206;18.319;18.459;18.6;18.67;18.74;18.9;19.059;19.133;19.207;19.282;19.356;19.43;19.353;19.276;19.199;19.122;19.045;18.977;18.909;18.84;18.772;18.704;18.636;18.568;18.499;18.431;18.363;18.117;17.872;17.626;17.381;17.135;16.89;16.644;16.399;16.153;15.908;15.727;15.547;15.367;15.186;15.006;14.826;14.645;14.465;14.285;14.104
49;0;2.347;4.694;7.095;9.496;11.151;12.806;13.459;14.112;14.486;14.86;15.578;16.295;16.641;16.987;17.203;17.42;17.636;17.851;17.779;17.976;18.12;18.265;18.391;18.517;18.658;18.798;18.868;18.939;19.126;19.314;19.394;19.474;19.554;19.635;19.715;19.636;19.558;19.479;19.4;19.322;19.253;19.183;19.114;19.045;18.976;18.907;18.837;18.768;18.699;18.63;18.381;18.131;17.882;17.633;17.384;17.135;16.886;16.637;16.387;16.138;15.957;15.776;15.595;15.415;15.234;15.053;14.872;14.691;14.51;14.329
50;0;2.377;4.754;7.197;9.639;11.294;12.949;13.53;14.112;14.543;14.975;15.692;16.409;16.77;17.131;17.347;17.563;17.778;17.994;17.934;18.144;18.29;18.435;18.576;18.716;18.856;18.997;19.067;19.137;19.353;19.569;19.655;19.741;19.827;19.914;20;19.92;19.839;19.759;19.679;19.599;19.528;19.458;19.388;19.318;19.248;19.177;19.107;19.037;18.967;18.897;18.644;18.391;18.138;17.885;17.633;17.38;17.127;16.874;16.622;16.369;16.187;16.006;15.824;15.643;15.461;15.28;15.098;14.917;14.735;14.554
51;0;2.406;4.812;7.298;9.783;11.439;13.095;13.633;14.17;14.63;15.089;15.821;16.554;16.886;17.217;17.462;17.707;17.923;18.138;18.076;18.287;18.431;18.576;18.745;18.915;19.056;19.197;19.282;19.366;19.581;19.795;19.892;19.989;20.086;20.184;20.281;20.2;20.119;20.038;19.956;19.875;19.804;19.733;19.662;19.591;19.519;19.448;19.377;19.306;19.235;19.163;18.907;18.65;18.394;18.137;17.88;17.624;17.367;17.111;16.854;16.598;16.413;16.229;16.044;15.859;15.675;15.49;15.306;15.121;14.937;14.752
52;0;2.435;4.871;7.399;9.928;11.585;13.242;13.735;14.229;14.716;15.203;15.951;16.698;17.001;17.304;17.578;17.851;18.067;18.283;18.218;18.429;18.573;18.716;18.915;19.113;19.256;19.398;19.496;19.595;19.808;20.022;20.13;20.238;20.346;20.454;20.562;20.48;20.398;20.316;20.234;20.152;20.08;20.008;19.936;19.863;19.791;19.719;19.647;19.575;19.502;19.43;19.17;18.909;18.649;18.389;18.128;17.868;17.607;17.347;17.087;16.826;16.639;16.451;16.264;16.076;15.889;15.701;15.513;15.326;15.138;14.951
53;0;2.464;4.929;7.5;10.072;11.73;13.388;13.837;14.287;14.802;15.318;16.08;16.842;17.116;17.39;17.693;17.996;18.211;18.427;18.361;18.572;18.714;18.856;19.084;19.312;19.455;19.599;19.711;19.823;20.036;20.249;20.367;20.486;20.605;20.724;20.842;20.76;20.677;20.594;20.512;20.429;20.356;20.283;20.209;20.136;20.063;19.99;19.917;19.843;19.77;19.697;19.433;19.169;18.904;18.64;18.376;18.112;17.848;17.583;17.319;17.055;16.864;16.674;16.483;16.293;16.102;15.912;15.721;15.53;15.34;15.149
54;0;2.493;4.987;7.602;10.217;11.876;13.534;13.94;14.345;14.889;15.432;16.209;16.987;17.232;17.476;17.808;18.14;18.356;18.572;18.503;18.714;18.855;18.997;19.254;19.51;19.655;19.799;19.926;20.052;20.264;20.475;20.605;20.734;20.864;20.994;21.123;21.04;20.956;20.873;20.789;20.706;20.632;20.557;20.483;20.409;20.335;20.261;20.186;20.112;20.038;19.964;19.696;19.428;19.16;18.892;18.624;18.356;18.088;17.82;17.552;17.284;17.09;16.897;16.703;16.509;16.316;16.122;15.929;15.735;15.541;15.348
55;0;2.523;5.045;7.703;10.361;12.021;13.681;14.042;14.403;14.975;15.546;16.339;17.131;17.347;17.563;17.924;18.285;18.5;18.716;18.646;18.856;18.997;19.137;19.423;19.709;19.854;20;20.14;20.281;20.491;20.702;20.842;20.983;21.123;21.264;21.404;21.32;21.236;21.151;21.067;20.983;20.908;20.832;20.757;20.682;20.607;20.531;20.456;20.381;20.306;20.231;19.959;19.687;19.415;19.143;18.871;18.6;18.328;18.056;17.784;17.512;17.316;17.119;16.923;16.726;16.529;16.333;16.136;15.94;15.743;15.546
56;0;2.551;5.101;7.775;10.449;12.122;13.795;14.156;14.517;15.075;15.633;16.425;17.217;17.462;17.707;18.053;18.399;18.615;18.83;18.773;18.999;19.154;19.31;19.581;19.851;20.01;20.168;20.337;20.505;20.717;20.929;21.081;21.233;21.385;21.537;21.689;21.603;21.518;21.433;21.347;21.262;21.185;21.109;21.033;20.957;20.88;20.804;20.728;20.652;20.576;20.499;20.224;19.948;19.672;19.397;19.121;18.846;18.57;18.294;18.019;17.743;17.543;17.344;17.144;16.945;16.745;16.545;16.346;16.146;15.947;15.747
57;0;2.579;5.157;7.847;10.538;12.224;13.91;14.271;14.632;15.175;15.719;16.511;17.304;17.578;17.851;18.182;18.513;18.729;18.945;18.901;19.141;19.312;19.482;19.738;19.994;20.165;20.337;20.533;20.73;20.943;21.155;21.319;21.483;21.646;21.81;21.974;21.887;21.8;21.714;21.627;21.54;21.463;21.386;21.309;21.232;21.154;21.077;21;20.923;20.845;20.768;20.489;20.209;19.93;19.65;19.371;19.092;18.812;18.533;18.253;17.974;17.771;17.569;17.366;17.163;16.961;16.758;16.556;16.353;16.15;15.948
58;0;2.607;5.214;7.92;10.626;12.325;14.024;14.385;14.746;15.276;15.805;16.598;17.39;17.693;17.996;18.312;18.628;18.843;19.059;19.028;19.284;19.469;19.655;19.896;20.136;20.321;20.505;20.73;20.955;21.168;21.382;21.557;21.733;21.908;22.083;22.259;22.171;22.083;21.995;21.907;21.819;21.741;21.663;21.585;21.506;21.428;21.35;21.272;21.193;21.115;21.037;20.754;20.47;20.187;19.904;19.621;19.337;19.054;18.771;18.488;18.204;17.999;17.793;17.588;17.382;17.176;16.971;16.765;16.56;16.354;16.148
59;0;2.635;5.27;7.992;10.714;12.426;14.138;14.499;14.86;15.376;15.892;16.684;17.476;17.808;18.14;18.441;18.742;18.958;19.173;19.155;19.426;19.627;19.827;20.053;20.279;20.476;20.674;20.927;21.179;21.394;21.609;21.796;21.983;22.17;22.356;22.543;22.454;22.365;22.276;22.187;22.098;22.019;21.94;21.86;21.781;21.702;21.623;21.543;21.464;21.385;21.306;21.019;20.732;20.445;20.157;19.87;19.583;19.296;19.009;18.722;18.435;18.227;18.018;17.809;17.601;17.392;17.183;16.975;16.766;16.558;16.349
60;0;2.663;5.326;8.064;10.802;12.527;14.253;14.614;14.975;15.476;15.978;16.77;17.563;17.924;18.285;18.571;18.856;19.072;19.288;19.283;19.569;19.784;20;20.21;20.421;20.632;20.842;21.123;21.404;21.62;21.835;22.034;22.232;22.431;22.63;22.828;22.738;22.648;22.557;22.467;22.377;22.297;22.216;22.136;22.056;21.976;21.895;21.815;21.735;21.655;21.575;21.284;20.993;20.702;20.411;20.12;19.829;19.538;19.248;18.957;18.666;18.454;18.243;18.031;17.819;17.608;17.396;17.184;16.973;16.761;16.55
61;0;2.688;5.376;8.111;10.846;12.584;14.321;14.695;15.069;15.557;16.044;16.835;17.627;18.001;18.375;18.661;18.947;19.191;19.436;19.442;19.739;19.982;20.224;20.45;20.676;20.901;21.125;21.407;21.689;21.919;22.148;22.364;22.579;22.795;23.01;23.225;23.134;23.042;22.95;22.858;22.766;22.684;22.603;22.521;22.44;22.358;22.276;22.195;22.113;22.031;21.95;21.655;21.359;21.064;20.769;20.474;20.179;19.884;19.589;19.294;18.999;18.784;18.568;18.353;18.138;17.923;17.707;17.492;17.277;17.062;16.846
62;0;2.713;5.426;8.158;10.891;12.64;14.389;14.776;15.163;15.637;16.11;16.901;17.691;18.078;18.465;18.751;19.037;19.311;19.585;19.602;19.91;20.179;20.449;20.69;20.931;21.169;21.408;21.691;21.974;22.217;22.461;22.693;22.926;23.158;23.39;23.623;23.529;23.436;23.342;23.249;23.155;23.072;22.989;22.906;22.823;22.74;22.657;22.574;22.491;22.408;22.325;22.025;21.726;21.427;21.128;20.828;20.529;20.23;19.93;19.631;19.332;19.113;18.894;18.675;18.456;18.238;18.019;17.8;17.581;17.362;17.143
63;0;2.738;5.476;8.206;10.935;12.696;14.457;14.857;15.258;15.717;16.176;16.966;17.755;18.155;18.556;18.841;19.127;19.43;19.733;19.761;20.08;20.377;20.674;20.93;21.185;21.438;21.691;21.975;22.259;22.516;22.774;23.023;23.272;23.522;23.771;24.02;23.925;23.83;23.735;23.64;23.544;23.46;23.376;23.291;23.207;23.122;23.038;22.953;22.869;22.784;22.7;22.396;22.093;21.789;21.486;21.182;20.879;20.575;20.272;19.968;19.665;19.442;19.22;18.997;18.775;18.552;18.33;18.108;17.885;17.663;17.44
64;0;2.763;5.527;8.253;10.979;12.752;14.525;14.939;15.352;15.797;16.243;17.031;17.819;18.233;18.646;18.932;19.217;19.549;19.881;19.988;20.251;20.575;20.899;21.169;21.44;21.707;21.974;22.259;22.543;22.815;23.087;23.353;23.619;23.885;24.151;24.417;24.32;24.224;24.127;24.03;23.934;23.848;23.762;23.676;23.59;23.504;23.418;23.333;23.247;23.161;23.075;22.767;22.46;22.152;21.844;21.536;21.229;20.921;20.613;20.306;19.998;19.772;19.546;19.32;19.094;18.867;18.641;18.415;18.189;17.963;17.737
65;0;2.788;5.577;8.3;11.023;12.808;14.594;15.02;15.446;15.877;16.309;17.096;17.883;18.31;18.736;19.022;19.308;19.669;20.03;20.215;20.471;20.772;21.123;21.409;21.695;21.976;22.257;22.542;22.828;23.114;23.4;23.683;23.966;24.249;24.531;24.814;24.716;24.618;24.519;24.421;24.323;24.235;24.148;24.061;23.974;23.886;23.799;23.712;23.625;23.537;23.45;23.138;22.826;22.514;22.202;21.89;21.579;21.267;20.955;20.643;20.331;20.101;19.871;19.642;19.412;19.182;18.953;18.723;18.493;18.264;18.034
66;0;2.807;5.615;8.34;11.067;12.832;14.598;15.022;15.446;15.891;16.335;17.147;17.96;18.356;18.752;19.067;19.382;19.741;20.1;20.388;20.676;20.969;21.322;21.637;21.952;22.232;22.513;22.826;23.139;23.425;23.711;24.017;24.322;24.628;24.934;25.239;25.14;25.04;24.94;24.84;24.74;24.651;24.562;24.473;24.385;24.296;24.207;24.118;24.029;23.94;23.851;23.535;23.219;22.902;22.586;22.27;21.953;21.637;21.321;21.004;20.688;20.452;20.217;19.981;19.746;19.51;19.275;19.039;18.804;18.568;18.333
67;0;2.836;5.673;8.409;11.145;12.898;14.65;15.076;15.502;15.959;16.415;17.257;18.098;18.468;18.838;19.182;19.526;19.883;20.241;20.56;20.88;21.165;21.52;21.864;22.208;22.489;22.77;23.11;23.45;23.736;24.022;24.35;24.679;25.008;25.336;25.665;25.563;25.462;25.36;25.259;25.157;25.067;24.976;24.886;24.795;24.705;24.614;24.524;24.433;24.343;24.253;23.932;23.611;23.29;22.97;22.649;22.328;22.007;21.686;21.366;21.045;20.804;20.562;20.321;20.08;19.838;19.597;19.356;19.114;18.873;18.632
68;0;2.866;5.731;8.481;11.232;12.97;14.708;15.134;15.561;16.032;16.503;17.372;18.241;18.583;18.925;19.298;19.671;20.026;20.381;20.733;21.085;21.362;21.719;22.092;22.465;22.746;23.027;23.394;23.761;24.047;24.333;24.684;25.036;25.387;25.739;26.09;25.987;25.884;25.781;25.678;25.574;25.482;25.39;25.298;25.206;25.114;25.022;24.93;24.838;24.746;24.654;24.329;24.003;23.678;23.353;23.028;22.703;22.378;22.052;21.727;21.402;21.155;20.908;20.661;20.413;20.166;19.919;19.672;19.425;19.178;18.931
69;0;2.895;5.789;8.554;11.318;13.042;14.766;15.192;15.619;16.105;16.592;17.487;18.383;18.697;19.011;19.413;19.815;20.168;20.521;20.906;21.29;21.558;21.918;22.32;22.722;23.003;23.284;23.678;24.072;24.358;24.644;25.018;25.392;25.767;26.141;26.515;26.411;26.306;26.201;26.096;25.992;25.898;25.804;25.711;25.617;25.523;25.43;25.336;25.242;25.149;25.055;24.725;24.396;24.066;23.737;23.407;23.077;22.748;22.418;22.089;21.759;21.506;21.253;21;20.747;20.494;20.241;19.988;19.735;19.482;19.23
70;0;2.924;5.847;8.626;11.404;13.114;14.824;15.251;15.677;16.178;16.68;17.603;18.525;18.811;19.097;19.528;19.96;20.311;20.662;21.078;21.494;21.78;22.116;22.547;22.979;23.26;23.54;23.962;24.383;24.669;24.955;25.352;25.749;26.146;26.543;26.941;26.834;26.728;26.622;26.515;26.409;26.314;26.218;26.123;26.028;25.933;25.837;25.742;25.647;25.551;25.456;25.122;24.788;24.454;24.12;23.786;23.452;23.118;22.784;22.45;22.116;21.857;21.599;21.34;21.081;20.822;20.564;20.305;20.046;19.787;19.528
71;0;2.938;5.876;8.654;11.432;13.156;14.881;15.335;15.789;16.277;16.764;17.673;18.596;18.941;19.286;19.719;20.152;20.534;20.916;21.334;21.751;22.066;22.406;22.823;23.24;23.551;23.862;24.272;24.682;24.997;25.312;25.717;26.121;26.526;26.93;27.334;27.205;27.075;26.946;26.817;26.688;26.592;26.495;26.399;26.303;26.206;26.11;26.014;25.918;25.821;25.725;25.387;25.049;24.712;24.374;24.036;23.698;23.36;23.022;22.685;22.347;22.085;21.823;21.561;21.299;21.037;20.775;20.513;20.251;19.989;19.727
72;0;2.952;5.904;8.682;11.46;13.198;14.937;15.419;15.902;16.375;16.848;17.743;18.668;19.071;19.475;19.91;20.346;20.758;21.171;21.59;22.01;22.353;22.697;23.1;23.502;23.844;24.186;24.584;24.982;25.327;25.672;26.084;26.495;26.907;27.319;27.73;27.577;27.424;27.271;27.119;26.967;26.869;26.772;26.675;26.577;26.48;26.383;26.286;26.188;26.091;25.994;25.652;25.311;24.969;24.627;24.286;23.944;23.602;23.261;22.919;22.578;22.312;22.047;21.782;21.517;21.252;20.986;20.721;20.456;20.191;19.926
73;0;2.966;5.932;8.71;11.488;13.241;14.993;15.503;16.014;16.473;16.933;17.813;18.739;19.201;19.665;20.102;20.54;20.984;21.427;21.849;22.27;22.641;23.013;23.378;23.766;24.139;24.511;24.898;25.285;25.659;26.034;26.453;26.872;27.291;27.71;28.129;27.951;27.774;27.597;27.421;27.245;27.147;27.049;26.951;26.852;26.754;26.656;26.557;26.459;26.361;26.263;25.917;25.572;25.226;24.881;24.535;24.19;23.845;23.499;23.154;22.808;22.54;22.271;22.003;21.735;21.466;21.198;20.929;20.661;20.393;20.124
74;0;2.98;5.96;8.738;11.516;13.283;15.049;15.588;16.126;16.572;17.017;17.883;18.81;19.331;19.856;20.294;20.736;21.21;21.685;22.108;22.531;22.932;23.332;23.658;24.031;24.435;24.838;25.213;25.588;25.993;26.397;26.824;27.25;27.677;28.103;28.529;28.327;28.125;27.924;27.724;27.524;27.425;27.326;27.226;27.127;27.028;26.929;26.829;26.73;26.631;26.531;26.182;25.833;25.484;25.134;24.785;24.436;24.087;23.737;23.388;23.039;22.767;22.496;22.224;21.952;21.681;21.409;21.138;20.866;20.594;20.323
75;0;2.994;5.988;8.766;11.545;13.325;15.105;15.672;16.239;16.67;17.101;17.954;18.881;19.462;20.047;20.488;20.932;21.438;21.945;22.369;22.794;23.223;23.653;23.94;24.298;24.732;25.167;25.53;25.894;26.328;26.763;27.197;27.631;28.065;28.498;28.932;28.705;28.478;28.252;28.027;27.803;27.703;27.603;27.502;27.402;27.302;27.201;27.101;27.001;26.9;26.8;26.447;26.094;25.741;25.388;25.035;24.682;24.329;23.976;23.623;23.27;22.995;22.72;22.445;22.17;21.895;21.621;21.346;21.071;20.796;20.521
76;0;3.008;6.016;8.808;11.601;13.367;15.133;15.772;16.411;16.785;17.159;18.012;18.955;19.566;20.182;20.669;21.16;21.668;22.177;22.618;23.06;23.49;23.921;24.213;24.596;25.033;25.469;25.848;26.227;26.677;27.127;27.569;28.01;28.452;28.894;29.335;29.082;28.83;28.579;28.329;28.08;27.979;27.877;27.776;27.675;27.573;27.472;27.371;27.27;27.168;27.067;26.71;26.353;25.996;25.639;25.283;24.926;24.569;24.212;23.855;23.498;23.223;22.948;22.673;22.397;22.122;21.847;21.572;21.296;21.021;20.746
77;0;3.022;6.044;8.85;11.657;13.409;15.161;15.872;16.584;16.901;17.217;18.07;19.029;19.67;20.317;20.851;21.389;21.899;22.41;22.868;23.327;23.758;24.189;24.488;24.897;25.335;25.773;26.168;26.563;27.028;27.493;27.942;28.392;28.841;29.291;29.741;29.461;29.183;28.906;28.631;28.357;28.255;28.152;28.05;27.948;27.845;27.743;27.641;27.538;27.436;27.334;26.973;26.612;26.252;25.891;25.53;25.17;24.809;24.448;24.088;23.727;23.451;23.176;22.9;22.624;22.349;22.073;21.798;21.522;21.246;20.971
78;0;3.036;6.072;8.893;11.713;13.451;15.189;15.973;16.756;17.016;17.276;18.128;19.102;19.774;20.453;21.033;21.619;22.131;22.644;23.12;23.596;24.028;24.459;24.793;25.198;25.638;26.078;26.489;26.9;27.38;27.861;28.318;28.776;29.233;29.691;30.148;29.842;29.538;29.235;28.934;28.634;28.53;28.427;28.324;28.22;28.117;28.014;27.91;27.807;27.704;27.601;27.236;26.872;26.507;26.143;25.778;25.414;25.049;24.685;24.32;23.956;23.68;23.404;23.128;22.852;22.576;22.299;22.023;21.747;21.471;21.195
79;0;3.05;6.1;8.935;11.769;13.493;15.218;16.073;16.929;17.131;17.334;18.186;19.176;19.879;20.59;21.217;21.85;22.365;22.879;23.373;23.866;24.299;24.731;25.111;25.502;25.943;26.385;26.812;27.239;27.735;28.23;28.696;29.162;29.627;30.093;30.558;30.225;29.894;29.564;29.237;28.91;28.806;28.702;28.598;28.493;28.389;28.285;28.18;28.076;27.972;27.867;27.499;27.131;26.762;26.394;26.026;25.658;25.289;24.921;24.553;24.184;23.908;23.631;23.355;23.079;22.802;22.526;22.249;21.973;21.696;21.42
80;0;3.064;6.128;8.977;11.825;13.535;15.246;16.173;17.101;17.247;17.392;18.245;19.25;19.984;20.726;21.401;22.083;22.599;23.116;23.627;24.138;24.571;25.004;25.431;25.859;26.25;26.693;27.137;27.58;28.091;28.602;29.076;29.55;30.023;30.497;30.97;30.61;30.251;29.895;29.54;29.187;29.082;28.977;28.871;28.766;28.661;28.555;28.45;28.345;28.239;28.134;27.762;27.39;27.018;26.646;26.274;25.901;25.529;25.157;24.785;24.413;24.136;23.859;23.583;23.306;23.029;22.752;22.475;22.198;21.922;21.645
81;0;3.064;6.128;8.977;11.825;13.55;15.274;16.217;17.159;17.346;17.532;18.343;19.307;20.055;20.813;21.503;22.202;22.748;23.295;23.834;24.374;24.821;25.269;25.728;26.186;26.589;27.046;27.475;27.903;28.401;28.899;29.36;29.821;30.282;30.743;31.204;30.841;30.481;30.122;29.765;29.41;29.304;29.198;29.092;28.985;28.879;28.773;28.667;28.561;28.455;28.349;27.973;27.598;27.222;26.847;26.471;26.096;25.72;25.345;24.969;24.594;24.314;24.034;23.754;23.474;23.194;22.915;22.635;22.355;22.075;21.795
82;0;3.064;6.128;8.977;11.825;13.564;15.302;16.26;17.217;17.445;17.673;18.441;19.363;20.126;20.899;21.606;22.321;22.898;23.474;24.042;24.609;25.071;25.533;26.024;26.514;26.928;27.399;27.813;28.227;28.711;29.195;29.643;30.092;30.54;30.989;31.438;31.073;30.71;30.349;29.99;29.633;29.526;29.419;29.312;29.205;29.098;28.991;28.884;28.777;28.67;28.563;28.185;27.806;27.427;27.048;26.669;26.29;25.911;25.532;25.153;24.774;24.491;24.208;23.926;23.643;23.36;23.077;22.794;22.511;22.228;21.946
83;0;3.064;6.128;8.977;11.825;13.578;15.33;16.303;17.276;17.544;17.813;18.539;19.42;20.198;20.985;21.708;22.44;23.047;23.654;24.249;24.845;25.322;25.798;26.32;26.842;27.267;27.751;28.151;28.55;29.021;29.491;29.927;30.363;30.799;31.235;31.671;31.304;30.939;30.576;30.215;29.855;29.748;29.64;29.532;29.424;29.317;29.209;29.101;28.994;28.886;28.778;28.396;28.013;27.631;27.249;26.866;26.484;26.102;25.719;25.337;24.955;24.669;24.383;24.097;23.811;23.525;23.24;22.954;22.668;22.382;22.096
84;0;3.064;6.128;8.977;11.825;13.592;15.358;16.346;17.334;17.644;17.954;18.638;19.476;20.269;21.071;21.811;22.559;23.196;23.833;24.457;25.081;25.572;26.063;26.616;27.169;27.606;28.104;28.489;28.874;29.33;29.787;30.211;30.634;31.058;31.481;31.905;31.536;31.168;30.803;30.44;30.078;29.969;29.861;29.752;29.644;29.535;29.427;29.318;29.21;29.101;28.993;28.607;28.221;27.835;27.45;27.064;26.678;26.292;25.907;25.521;25.135;24.846;24.557;24.269;23.98;23.691;23.402;23.113;22.824;22.535;22.247
85;0;3.064;6.128;8.977;11.825;13.606;15.386;16.389;17.392;17.743;18.094;18.736;19.533;20.34;21.158;21.913;22.677;23.345;24.013;24.665;25.317;25.822;26.328;26.912;27.497;27.997;28.498;28.827;29.197;29.64;30.084;30.495;30.906;31.317;31.728;32.139;31.767;31.398;31.03;30.664;30.301;30.191;30.082;29.973;29.863;29.754;29.645;29.535;29.426;29.317;29.207;28.818;28.429;28.04;27.651;27.262;26.872;26.483;26.094;25.705;25.316;25.024;24.732;24.44;24.148;23.856;23.564;23.273;22.981;22.689;22.397
86;0;3.064;6.128;8.977;11.825;13.606;15.386;16.403;17.42;17.814;18.208;18.851;19.65;20.457;21.275;22.03;22.794;23.492;24.19;24.857;25.523;26.059;26.595;27.193;27.791;28.278;28.765;29.108;29.493;29.921;30.349;30.754;31.16;31.565;31.971;32.376;32.002;31.629;31.259;30.89;30.523;30.413;30.303;30.193;30.083;29.973;29.863;29.752;29.642;29.532;29.422;29.032;28.642;28.252;27.861;27.471;27.081;26.691;26.301;25.91;25.52;25.225;24.93;24.635;24.34;24.045;23.75;23.455;23.16;22.865;22.57
87;0;3.064;6.128;8.977;11.825;13.606;15.386;16.417;17.448;17.885;18.323;18.967;19.768;20.575;21.392;22.147;22.911;23.639;24.367;25.048;25.73;26.296;26.862;27.474;28.085;28.559;29.032;29.39;29.789;30.201;30.613;31.014;31.414;31.814;32.214;32.614;32.237;31.861;31.487;31.116;30.746;30.635;30.524;30.413;30.302;30.191;30.08;29.969;29.859;29.748;29.637;29.245;28.854;28.463;28.072;27.681;27.29;26.898;26.507;26.116;25.725;25.427;25.128;24.83;24.532;24.233;23.935;23.637;23.339;23.04;22.742
88;0;3.064;6.128;8.977;11.825;13.606;15.386;16.431;17.476;17.957;18.437;19.082;19.885;20.692;21.509;22.264;23.028;23.786;24.545;25.24;25.936;26.533;27.129;27.754;28.379;28.839;29.299;29.672;30.086;30.482;30.878;31.273;31.668;32.063;32.457;32.852;32.471;32.093;31.716;31.341;30.969;30.857;30.745;30.633;30.522;30.41;30.298;30.186;30.075;29.963;29.851;29.459;29.067;28.675;28.283;27.89;27.498;27.106;26.714;26.322;25.93;25.628;25.327;25.025;24.724;24.422;24.121;23.819;23.518;23.216;22.915
89;0;3.064;6.128;8.977;11.825;13.606;15.386;16.445;17.504;18.028;18.551;19.197;20.002;20.809;21.626;22.381;23.145;23.933;24.722;25.432;26.143;26.77;27.397;28.035;28.673;29.12;29.566;29.953;30.382;30.763;31.143;31.533;31.922;32.311;32.701;33.09;32.706;32.324;31.945;31.567;31.191;31.079;30.966;30.854;30.741;30.629;30.516;30.404;30.291;30.178;30.066;29.673;29.28;28.886;28.493;28.1;27.707;27.314;26.921;26.527;26.134;25.829;25.525;25.22;24.915;24.611;24.306;24.001;23.696;23.392;23.087
90;0;3.064;6.128;8.977;11.825;13.606;15.386;16.459;17.532;18.099;18.666;19.313;20.119;20.926;21.743;22.498;23.262;24.08;24.899;25.624;26.349;27.006;27.664;28.315;28.967;29.4;29.833;30.235;30.678;31.043;31.408;31.792;32.176;32.56;32.944;33.328;32.941;32.556;32.173;31.793;31.414;31.301;31.187;31.074;30.961;30.847;30.734;30.621;30.507;30.394;30.281;29.886;29.492;29.098;28.704;28.31;27.915;27.521;27.127;26.733;26.339;26.031;25.723;25.415;25.107;24.799;24.491;24.183;23.875;23.567;23.26
91;0;3.05;6.1;8.935;11.769;13.564;15.358;16.431;17.504;18.113;18.722;19.369;20.176;20.997;21.829;22.63;23.441;24.259;25.077;25.817;26.558;27.199;27.841;28.479;29.118;29.55;29.981;30.35;30.766;31.102;31.438;31.845;32.253;32.661;33.068;33.476;33.047;32.621;32.197;31.776;31.358;31.245;31.132;31.019;30.906;30.793;30.68;30.567;30.454;30.341;30.228;29.834;29.44;29.046;28.653;28.259;27.865;27.471;27.077;26.683;26.289;25.981;25.673;25.365;25.057;24.749;24.441;24.133;23.825;23.517;23.209
92;0;3.036;6.072;8.893;11.713;13.521;15.33;16.403;17.476;18.127;18.778;19.425;20.233;21.069;21.916;22.763;23.62;24.437;25.254;26.01;26.766;27.392;28.018;28.643;29.268;29.699;30.129;30.475;30.853;31.16;31.467;31.898;32.33;32.761;33.192;33.624;33.153;32.685;32.221;31.759;31.302;31.189;31.077;30.964;30.851;30.739;30.626;30.514;30.401;30.289;30.176;29.782;29.389;28.995;28.601;28.207;27.814;27.42;27.026;26.632;26.238;25.931;25.623;25.315;25.007;24.699;24.391;24.083;23.775;23.467;23.159
93;0;3.022;6.044;8.85;11.657;13.479;15.302;16.375;17.448;18.141;18.834;19.481;20.289;21.14;22.002;22.895;23.8;24.616;25.431;26.203;26.975;27.585;28.196;28.807;29.418;29.848;30.278;30.6;30.941;31.218;31.496;31.951;32.406;32.862;33.317;33.772;33.259;32.75;32.244;31.743;31.245;31.133;31.021;30.909;30.797;30.685;30.573;30.461;30.348;30.236;30.124;29.731;29.337;28.943;28.55;28.156;27.763;27.369;26.975;26.582;26.188;25.88;25.572;25.265;24.957;24.649;24.341;24.033;23.725;23.417;23.109
94;0;3.008;6.016;8.808;11.601;13.437;15.274;16.347;17.42;18.155;18.891;19.537;20.346;21.211;22.088;23.028;23.979;24.794;25.609;26.396;27.184;27.778;28.373;28.971;29.568;29.997;30.426;30.725;31.029;31.277;31.525;32.004;32.483;32.962;33.441;33.92;33.365;32.814;32.268;31.726;31.189;31.078;30.966;30.854;30.742;30.631;30.519;30.407;30.295;30.184;30.072;29.679;29.285;28.892;28.498;28.105;27.712;27.318;26.925;26.532;26.138;25.83;25.522;25.214;24.906;24.599;24.291;23.983;23.675;23.367;23.059
95;0;2.994;5.988;8.766;11.545;13.395;15.246;16.319;17.392;18.169;18.947;19.594;20.402;21.283;22.174;23.16;24.159;24.972;25.786;26.589;27.392;27.971;28.55;29.134;29.718;30.146;30.574;30.85;31.127;31.335;31.554;32.057;32.56;33.063;33.566;34.068;33.471;32.879;32.292;31.71;31.133;31.022;30.91;30.799;30.688;30.576;30.465;30.354;30.242;30.131;30.02;29.627;29.233;28.84;28.447;28.054;27.661;27.268;26.874;26.481;26.088;25.78;25.472;25.164;24.856;24.548;24.241;23.933;23.625;23.317;23.009
