TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
53;0;1.58;3.159;4.789;6.419;7.531;8.108;8.686;9.264;9.535;9.805;10.292;10.778;10.951;11.123;11.324;11.524;11.658;11.791;11.743;11.872;11.971;12.07;12.2;12.331;12.437;12.537;12.613;12.688;12.818;12.949;12.999;13.049;13.101;13.152;13.203;13.224;13.245;13.266;13.287;13.308;13.155;13.001;12.848;12.695;12.542;12.388;12.235;12.082;11.928;11.775;11.64;11.504;11.369;11.234;11.098;10.963;10.827;10.692;10.557;10.421;9.983;9.546;9.108;8.67;8.233;7.795;7.357;6.919;6.482;6.044
54;0;1.6;3.2;4.85;6.499;7.617;8.193;8.77;9.346;9.607;9.868;10.364;10.86;11.022;11.183;11.384;11.585;11.729;11.874;11.834;11.974;12.071;12.168;12.309;12.449;12.558;12.658;12.743;12.828;12.969;13.109;13.159;13.21;13.267;13.325;13.382;13.402;13.423;13.443;13.464;13.484;13.329;13.175;13.02;12.865;12.71;12.555;12.4;12.245;12.091;11.936;11.798;11.661;11.523;11.386;11.249;11.111;10.974;10.836;10.699;10.562;10.118;9.675;9.231;8.787;8.344;7.9;7.457;7.013;6.57;6.126
55;0;1.62;3.24;4.91;6.58;7.703;8.278;8.853;9.428;9.679;9.93;10.436;10.943;11.093;11.244;11.444;11.645;11.8;11.956;11.926;12.076;12.171;12.267;12.417;12.568;12.678;12.778;12.874;12.969;13.119;13.27;13.32;13.37;13.434;13.497;13.561;13.581;13.601;13.621;13.641;13.661;13.504;13.348;13.191;13.035;12.879;12.722;12.566;12.409;12.253;12.096;11.957;11.817;11.678;11.539;11.399;11.26;11.12;10.981;10.841;10.702;10.253;9.803;9.354;8.905;8.455;8.006;7.557;7.107;6.658;6.209
56;0;1.64;3.28;4.961;6.642;7.763;8.338;8.913;9.488;9.739;9.99;10.496;11.003;11.163;11.324;11.525;11.727;11.882;12.036;12.005;12.154;12.262;12.369;12.543;12.716;12.796;12.909;13.009;13.109;13.26;13.41;13.469;13.528;13.599;13.67;13.741;13.766;13.791;13.816;13.841;13.865;13.708;13.55;13.392;13.234;13.076;12.918;12.76;12.602;12.445;12.287;12.144;12.001;11.858;11.715;11.573;11.43;11.287;11.144;11.001;10.858;10.403;9.947;9.492;9.036;8.581;8.125;7.67;7.214;6.758;6.303
57;0;1.66;3.32;5.012;6.704;7.823;8.398;8.974;9.549;9.799;10.05;10.557;11.063;11.234;11.404;11.607;11.809;11.963;12.116;12.084;12.233;12.352;12.471;12.668;12.864;12.915;13.039;13.144;13.25;13.4;13.551;13.619;13.687;13.765;13.843;13.922;13.951;13.981;14.011;14.04;14.07;13.911;13.752;13.592;13.433;13.274;13.114;12.955;12.796;12.637;12.477;12.331;12.185;12.039;11.892;11.746;11.6;11.454;11.307;11.161;11.015;10.553;10.091;9.63;9.168;8.706;8.244;7.782;7.321;6.859;6.397
58;0;1.68;3.36;5.063;6.766;7.884;8.459;9.034;9.609;9.859;10.11;10.617;11.123;11.304;11.484;11.688;11.892;12.044;12.196;12.163;12.311;12.442;12.574;12.793;13.013;13.033;13.169;13.28;13.39;13.54;13.691;13.768;13.845;13.931;14.017;14.102;14.137;14.171;14.206;14.24;14.275;14.114;13.953;13.793;13.632;13.471;13.311;13.15;12.989;12.829;12.668;12.518;12.369;12.219;12.069;11.92;11.77;11.62;11.471;11.321;11.171;10.703;10.235;9.767;9.299;8.831;8.363;7.895;7.427;6.959;6.491
59;0;1.7;3.4;5.114;6.828;7.944;8.519;9.094;9.669;9.92;10.17;10.677;11.183;11.374;11.565;11.769;11.974;12.125;12.277;12.243;12.389;12.532;12.676;12.919;13.161;13.151;13.3;13.415;13.53;13.681;13.831;13.918;14.004;14.097;14.19;14.283;14.322;14.361;14.401;14.44;14.479;14.317;14.155;13.993;13.831;13.669;13.507;13.345;13.183;13.021;12.858;12.705;12.552;12.399;12.246;12.093;11.94;11.787;11.634;11.481;11.328;10.854;10.379;9.905;9.431;8.957;8.483;8.008;7.534;7.06;6.586
60;0;1.72;3.44;5.165;6.891;8.004;8.579;9.154;9.729;9.98;10.231;10.737;11.244;11.444;11.645;11.85;12.056;12.207;12.357;12.322;12.467;12.623;12.778;13.044;13.31;13.27;13.43;13.551;13.671;13.821;13.972;14.067;14.162;14.263;14.363;14.463;14.507;14.552;14.596;14.64;14.684;14.52;14.357;14.193;14.03;13.866;13.703;13.539;13.376;13.213;13.049;12.893;12.736;12.58;12.423;12.267;12.11;11.954;11.797;11.641;11.484;11.004;10.523;10.043;9.563;9.082;8.602;8.121;7.641;7.16;6.68
61;0;1.733;3.466;5.198;6.929;8.054;8.626;9.198;9.769;10.024;10.279;10.784;11.29;11.501;11.713;11.917;12.12;12.282;12.443;12.424;12.588;12.752;12.917;13.176;13.436;13.43;13.597;13.723;13.849;14.01;14.17;14.287;14.403;14.509;14.616;14.722;14.762;14.801;14.841;14.881;14.921;14.753;14.586;14.419;14.251;14.084;13.917;13.75;13.582;13.415;13.248;13.09;12.933;12.775;12.618;12.46;12.303;12.145;11.988;11.83;11.673;11.184;10.695;10.206;9.717;9.229;8.74;8.251;7.762;7.273;6.784
62;0;1.746;3.492;5.23;6.967;8.104;8.673;9.241;9.809;10.068;10.327;10.831;11.336;11.559;11.781;11.983;12.184;12.357;12.529;12.526;12.708;12.882;13.055;13.309;13.563;13.591;13.763;13.896;14.028;14.198;14.369;14.506;14.644;14.756;14.868;14.981;15.016;15.051;15.087;15.122;15.157;14.986;14.815;14.644;14.473;14.302;14.131;13.96;13.788;13.617;13.446;13.288;13.129;12.971;12.812;12.654;12.495;12.337;12.178;12.02;11.861;11.364;10.867;10.37;9.872;9.375;8.878;8.38;7.883;7.386;6.889
63;0;1.759;3.519;5.262;7.005;8.154;8.719;9.284;9.849;10.112;10.375;10.879;11.382;11.616;11.849;12.049;12.249;12.432;12.616;12.629;12.828;13.011;13.193;13.441;13.689;13.751;13.93;14.068;14.206;14.387;14.568;14.726;14.885;15.003;15.121;15.24;15.27;15.301;15.332;15.363;15.394;15.219;15.044;14.869;14.694;14.519;14.345;14.17;13.995;13.82;13.645;13.485;13.326;13.166;13.007;12.847;12.688;12.528;12.369;12.21;12.05;11.544;11.039;10.533;10.027;9.521;9.016;8.51;8.004;7.499;6.993
64;0;1.772;3.545;5.294;7.043;8.205;8.766;9.328;9.89;10.156;10.423;10.926;11.428;11.673;11.918;12.115;12.313;12.507;12.702;12.776;12.949;13.14;13.332;13.574;13.815;13.912;14.096;14.241;14.385;14.576;14.766;14.946;15.125;15.25;15.374;15.498;15.525;15.551;15.578;15.604;15.631;15.452;15.273;15.095;14.916;14.737;14.558;14.38;14.201;14.022;13.843;13.683;13.522;13.362;13.201;13.041;12.881;12.72;12.56;12.399;12.239;11.724;11.21;10.696;10.182;9.668;9.154;8.64;8.126;7.611;7.097
65;0;1.785;3.571;5.326;7.081;8.255;8.813;9.371;9.93;10.201;10.471;10.973;11.474;11.73;11.986;12.181;12.377;12.583;12.788;12.924;13.109;13.27;13.47;13.706;13.942;14.072;14.263;14.413;14.564;14.764;14.965;15.165;15.366;15.496;15.627;15.757;15.779;15.801;15.823;15.845;15.867;15.685;15.502;15.32;15.137;14.955;14.772;14.59;14.407;14.225;14.042;13.881;13.719;13.558;13.396;13.235;13.073;12.912;12.75;12.589;12.427;11.905;11.382;10.859;10.337;9.814;9.292;8.769;8.247;7.724;7.202
66;0;1.794;3.589;5.348;7.107;8.265;8.824;9.384;9.944;10.216;10.487;11;11.512;11.756;12;12.207;12.417;12.628;12.84;13.036;13.234;13.398;13.609;13.847;14.086;14.231;14.423;14.585;14.746;14.956;15.165;15.375;15.585;15.722;15.86;15.998;16.023;16.048;16.072;16.097;16.122;15.936;15.75;15.564;15.378;15.192;15.006;14.821;14.635;14.449;14.263;14.101;13.939;13.777;13.615;13.453;13.291;13.129;12.968;12.806;12.644;12.111;11.579;11.046;10.513;9.981;9.448;8.916;8.383;7.85;7.318
67;0;1.807;3.615;5.387;7.159;8.305;8.868;9.431;9.994;10.267;10.54;11.064;11.589;11.822;12.056;12.277;12.497;12.718;12.939;13.148;13.358;13.526;13.747;13.989;14.231;14.389;14.584;14.756;14.929;15.147;15.366;15.585;15.803;15.948;16.093;16.239;16.266;16.294;16.322;16.349;16.377;16.188;15.998;15.809;15.62;15.43;15.241;15.051;14.862;14.673;14.483;14.321;14.159;13.996;13.834;13.672;13.51;13.347;13.185;13.023;12.86;12.318;11.775;11.233;10.69;10.147;9.605;9.062;8.519;7.977;7.434
68;0;1.823;3.647;5.43;7.214;8.345;8.912;9.479;10.046;10.32;10.594;11.132;11.671;11.894;12.116;12.347;12.578;12.808;13.039;13.261;13.482;13.655;13.886;14.13;14.375;14.548;14.744;14.928;15.111;15.339;15.567;15.794;16.022;16.174;16.327;16.479;16.51;16.54;16.571;16.601;16.632;16.439;16.246;16.053;15.861;15.668;15.475;15.282;15.09;14.897;14.704;14.541;14.379;14.216;14.053;13.891;13.728;13.565;13.402;13.24;13.077;12.524;11.972;11.419;10.867;10.314;9.761;9.209;8.656;8.103;7.551
69;0;1.84;3.679;5.473;7.268;8.385;8.956;9.527;10.098;10.373;10.648;11.201;11.753;11.965;12.176;12.417;12.658;12.899;13.139;13.373;13.607;13.783;14.024;14.272;14.519;14.706;14.905;15.099;15.294;15.53;15.767;16.004;16.241;16.4;16.56;16.72;16.753;16.787;16.82;16.853;16.887;16.69;16.494;16.298;16.102;15.906;15.709;15.513;15.317;15.121;14.925;14.762;14.598;14.435;14.272;14.109;13.946;13.783;13.62;13.457;13.294;12.731;12.168;11.606;11.043;10.48;9.918;9.355;8.792;8.23;7.667
70;0;1.856;3.711;5.517;7.322;8.425;9;9.575;10.15;10.426;10.702;11.269;11.835;12.036;12.237;12.487;12.738;12.989;13.24;13.485;13.731;13.932;14.162;14.413;14.664;14.864;15.065;15.271;15.476;15.722;15.968;16.213;16.459;16.626;16.794;16.961;16.997;17.033;17.069;17.105;17.141;16.942;16.742;16.542;16.343;16.143;15.944;15.744;15.544;15.345;15.145;14.982;14.818;14.655;14.491;14.328;14.164;14.001;13.837;13.674;13.51;12.938;12.365;11.792;11.22;10.647;10.074;9.501;8.929;8.356;7.783
71;0;1.866;3.731;5.537;7.342;8.443;9.031;9.619;10.207;10.477;10.748;11.312;11.885;12.115;12.344;12.607;12.87;13.13;13.391;13.648;13.905;14.115;14.342;14.593;14.843;15.063;15.264;15.48;15.695;15.944;16.193;16.45;16.706;16.874;17.042;17.21;17.237;17.264;17.29;17.317;17.344;17.142;16.941;16.74;16.538;16.337;16.135;15.934;15.733;15.531;15.33;15.162;14.994;14.827;14.659;14.491;14.324;14.156;13.988;13.821;13.653;13.075;12.498;11.92;11.343;10.765;10.188;9.61;9.033;8.455;7.878
72;0;1.876;3.751;5.557;7.362;8.461;9.062;9.662;10.263;10.528;10.794;11.355;11.935;12.193;12.453;12.727;13.002;13.273;13.544;13.812;14.08;14.3;14.522;14.773;15.024;15.262;15.465;15.69;15.916;16.167;16.419;16.687;16.955;17.123;17.292;17.46;17.478;17.495;17.512;17.53;17.546;17.343;17.14;16.937;16.734;16.53;16.327;16.124;15.921;15.718;15.514;15.342;15.171;14.999;14.827;14.655;14.483;14.311;14.139;13.967;13.795;13.213;12.631;12.048;11.466;10.884;10.301;9.719;9.137;8.554;7.972
73;0;1.886;3.771;5.577;7.382;8.479;9.093;9.706;10.319;10.58;10.84;11.398;11.984;12.272;12.561;12.847;13.135;13.416;13.697;13.976;14.255;14.486;14.716;14.955;15.205;15.463;15.666;15.902;16.137;16.392;16.647;16.926;17.205;17.374;17.543;17.712;17.72;17.728;17.735;17.742;17.749;17.544;17.339;17.134;16.929;16.724;16.519;16.314;16.109;15.904;15.699;15.523;15.347;15.171;14.994;14.818;14.642;14.466;14.29;14.114;13.938;13.351;12.763;12.176;11.589;11.002;10.415;9.828;9.24;8.653;8.066
74;0;1.896;3.791;5.597;7.402;8.497;9.123;9.749;10.375;10.631;10.887;11.441;12.034;12.351;12.67;12.968;13.268;13.559;13.851;14.141;14.432;14.672;14.913;15.137;15.388;15.665;15.869;16.114;16.36;16.618;16.875;17.166;17.456;17.626;17.796;17.966;17.964;17.961;17.958;17.955;17.952;17.745;17.538;17.331;17.124;16.918;16.711;16.504;16.297;16.09;15.884;15.703;15.523;15.342;15.162;14.982;14.801;14.621;14.441;14.26;14.08;13.488;12.896;12.304;11.712;11.12;10.528;9.936;9.344;8.752;8.16
75;0;1.906;3.811;5.617;7.422;8.515;9.154;9.793;10.431;10.682;10.933;11.484;12.084;12.431;12.779;13.09;13.402;13.704;14.006;14.307;14.609;14.86;15.111;15.32;15.571;15.868;16.072;16.328;16.584;16.845;17.106;17.407;17.709;17.88;18.05;18.221;18.208;18.196;18.182;18.169;18.154;17.946;17.737;17.528;17.32;17.111;16.903;16.694;16.485;16.277;16.068;15.884;15.699;15.514;15.33;15.145;14.961;14.776;14.592;14.407;14.223;13.626;13.029;12.432;11.835;11.239;10.642;10.045;9.448;8.851;8.255
76;0;1.916;3.831;5.636;7.44;8.536;9.181;9.826;10.471;10.736;11.001;11.539;12.134;12.502;12.873;13.202;13.535;13.85;14.165;14.468;14.771;15.032;15.293;15.518;15.796;16.092;16.314;16.568;16.821;17.077;17.333;17.552;17.77;18.006;18.241;18.477;18.45;18.422;18.393;18.364;18.335;18.124;17.913;17.702;17.492;17.281;17.07;16.859;16.648;16.437;16.227;16.04;15.853;15.667;15.48;15.294;15.107;14.921;14.734;14.548;14.361;13.759;13.156;12.554;11.951;11.349;10.747;10.144;9.542;8.939;8.337
77;0;1.926;3.852;5.655;7.458;8.556;9.208;9.859;10.511;10.79;11.069;11.593;12.184;12.573;12.966;13.316;13.668;13.997;14.326;14.63;14.934;15.205;15.477;15.717;16.023;16.318;16.557;16.809;17.06;17.311;17.561;17.696;17.832;18.133;18.434;18.735;18.692;18.649;18.605;18.561;18.515;18.302;18.089;17.876;17.663;17.45;17.237;17.024;16.811;16.598;16.385;16.196;16.008;15.819;15.631;15.442;15.254;15.065;14.876;14.688;14.499;13.891;13.283;12.675;12.067;11.459;10.851;10.243;9.635;9.027;8.419
78;0;1.936;3.872;5.674;7.476;8.576;9.234;9.893;10.552;10.844;11.137;11.647;12.234;12.645;13.06;13.429;13.802;14.145;14.487;14.793;15.098;15.379;15.661;15.932;16.251;16.545;16.802;17.051;17.301;17.546;17.791;17.842;17.893;18.26;18.627;18.994;18.936;18.877;18.817;18.757;18.696;18.481;18.265;18.05;17.835;17.62;17.404;17.189;16.974;16.759;16.543;16.353;16.162;15.972;15.781;15.591;15.4;15.209;15.019;14.828;14.638;14.024;13.411;12.797;12.183;11.57;10.956;10.342;9.729;9.115;8.501
79;0;1.946;3.892;5.693;7.494;8.596;9.261;9.926;10.592;10.899;11.206;11.701;12.284;12.717;13.155;13.544;13.937;14.293;14.649;14.956;15.262;15.554;15.846;16.159;16.48;16.773;17.048;17.295;17.542;17.782;18.022;17.988;17.954;18.387;18.821;19.255;19.181;19.106;19.03;18.954;18.876;18.659;18.442;18.224;18.007;17.789;17.572;17.354;17.137;16.919;16.702;16.509;16.317;16.124;15.932;15.739;15.546;15.354;15.161;14.969;14.776;14.157;13.538;12.918;12.299;11.68;11.061;10.441;9.822;9.203;8.584
80;0;1.956;3.912;5.712;7.512;8.616;9.288;9.96;10.632;10.953;11.274;11.755;12.334;12.789;13.249;13.658;14.072;14.442;14.812;15.12;15.428;15.73;16.033;16.387;16.742;17.003;17.295;17.54;17.785;18.02;18.255;18.135;18.015;18.515;19.016;19.517;19.427;19.336;19.244;19.151;19.057;18.837;18.618;18.398;18.178;17.959;17.739;17.519;17.3;17.08;16.86;16.666;16.471;16.277;16.082;15.888;15.693;15.498;15.304;15.109;14.915;14.29;13.665;13.04;12.415;11.79;11.165;10.541;9.916;9.291;8.666
81;0;1.956;3.912;5.712;7.512;8.616;9.307;9.997;10.688;11.006;11.324;11.799;12.373;12.839;13.311;13.732;14.157;14.536;14.915;15.243;15.572;15.886;16.2;16.554;16.909;17.172;17.366;17.665;17.965;18.203;18.442;18.215;17.988;18.493;18.999;19.504;19.446;19.386;19.324;19.262;19.197;18.976;18.755;18.534;18.312;18.091;17.87;17.649;17.427;17.206;16.985;16.789;16.593;16.397;16.202;16.006;15.81;15.614;15.419;15.223;15.027;14.397;13.767;13.137;12.507;11.878;11.248;10.618;9.988;9.358;8.728
82;0;1.956;3.912;5.712;7.512;8.616;9.325;10.035;10.744;11.059;11.374;11.843;12.411;12.889;13.372;13.805;14.243;14.63;15.017;15.366;15.716;16.041;16.367;16.721;17.076;17.341;17.437;17.79;18.144;18.387;18.63;18.295;17.96;18.471;18.981;19.492;19.465;19.436;19.405;19.372;19.338;19.115;18.892;18.669;18.446;18.224;18.001;17.778;17.555;17.332;17.109;16.912;16.715;16.518;16.321;16.124;15.927;15.73;15.533;15.336;15.139;14.504;13.869;13.235;12.6;11.965;11.33;10.695;10.06;9.425;8.79
83;0;1.956;3.912;5.712;7.512;8.616;9.344;10.072;10.8;11.112;11.424;11.888;12.45;12.939;13.434;13.879;14.328;14.724;15.119;15.489;15.86;16.197;16.533;16.888;17.243;17.516;17.508;17.916;18.323;18.571;18.818;18.376;17.933;18.449;18.964;19.479;19.484;19.486;19.486;19.483;19.478;19.254;19.029;18.805;18.58;18.356;18.131;17.907;17.682;17.458;17.234;17.035;16.837;16.639;16.441;16.243;16.044;15.846;15.648;15.45;15.252;14.612;13.972;13.332;12.692;12.052;11.412;10.772;10.132;9.492;8.852
84;0;1.956;3.912;5.712;7.512;8.616;9.363;10.11;10.856;11.165;11.474;11.932;12.488;12.989;13.496;13.952;14.414;14.818;15.221;15.612;16.004;16.352;16.7;17.055;17.41;17.698;17.579;18.041;18.503;18.754;19.006;18.456;17.906;18.426;18.947;19.467;19.503;19.536;19.567;19.594;19.619;19.393;19.167;18.94;18.714;18.488;18.262;18.036;17.81;17.584;17.358;17.159;16.959;16.76;16.56;16.361;16.162;15.962;15.763;15.563;15.364;14.719;14.074;13.429;12.784;12.139;11.494;10.849;10.205;9.56;8.915
85;0;1.956;3.912;5.712;7.512;8.616;9.381;10.147;10.913;11.219;11.524;11.976;12.527;13.039;13.557;14.026;14.499;14.911;15.323;15.735;16.147;16.507;16.867;17.222;17.577;17.879;17.67;18.166;18.682;18.938;19.193;18.536;17.879;18.404;18.929;19.454;19.522;19.586;19.647;19.705;19.759;19.531;19.304;19.076;18.848;18.621;18.393;18.165;17.938;17.71;17.482;17.282;17.081;16.88;16.68;16.479;16.279;16.078;15.877;15.677;15.476;14.826;14.176;13.526;12.877;12.227;11.577;10.927;10.277;9.627;8.977
86;0;1.956;3.912;5.712;7.512;8.614;9.391;10.169;10.947;11.267;11.587;12.038;12.589;13.1;13.617;14.097;14.583;15.017;15.451;15.872;16.294;16.664;17.034;17.399;17.764;18.071;17.937;18.381;18.847;19.014;19.181;18.558;17.935;18.431;18.926;19.421;19.524;19.623;19.719;19.81;19.898;19.668;19.439;19.21;18.98;18.751;18.522;18.293;18.063;17.834;17.605;17.402;17.2;16.998;16.796;16.594;16.391;16.189;15.987;15.785;15.583;14.928;14.274;13.62;12.966;12.312;11.658;11.004;10.349;9.695;9.041
87;0;1.956;3.912;5.712;7.512;8.612;9.401;10.191;10.981;11.315;11.649;12.1;12.652;13.161;13.676;14.168;14.666;15.122;15.578;16.009;16.44;16.82;17.201;17.577;17.952;18.263;18.205;18.596;19.012;19.09;19.168;18.58;17.992;18.457;18.922;19.387;19.526;19.66;19.79;19.915;20.036;19.805;19.574;19.343;19.112;18.881;18.651;18.42;18.189;17.958;17.727;17.523;17.319;17.116;16.912;16.708;16.504;16.3;16.097;15.893;15.689;15.031;14.372;13.714;13.055;12.397;11.739;11.08;10.422;9.764;9.105
88;0;1.956;3.912;5.712;7.512;8.61;9.411;10.213;11.015;11.363;11.711;12.162;12.715;13.222;13.736;14.24;14.75;15.227;15.705;16.145;16.586;16.977;17.368;17.754;18.14;18.455;18.472;18.811;19.177;19.166;19.156;18.602;18.048;18.483;18.919;19.354;19.528;19.697;19.861;20.02;20.174;19.942;19.709;19.477;19.244;19.012;18.779;18.547;18.314;18.082;17.849;17.644;17.439;17.233;17.028;16.822;16.617;16.411;16.206;16.001;15.795;15.133;14.47;13.807;13.145;12.482;11.82;11.157;10.495;9.832;9.169
89;0;1.956;3.912;5.712;7.512;8.608;9.422;10.235;11.049;11.411;11.773;12.225;12.777;13.283;13.796;14.311;14.833;15.333;15.832;16.282;16.732;17.133;17.535;17.931;18.328;18.647;18.739;19.025;19.342;19.242;19.143;18.624;18.104;18.51;18.915;19.321;19.53;19.734;19.933;20.125;20.313;20.079;19.845;19.61;19.376;19.142;18.908;18.674;18.44;18.206;17.972;17.765;17.558;17.351;17.144;16.937;16.73;16.523;16.316;16.109;15.902;15.235;14.568;13.901;13.234;12.568;11.901;11.234;10.567;9.9;9.234
90;0;1.956;3.912;5.712;7.512;8.606;9.432;10.257;11.083;11.459;11.835;12.287;12.84;13.344;13.855;14.383;14.917;15.438;15.96;16.419;16.878;17.29;17.702;18.109;18.515;18.839;19.006;19.24;19.506;19.319;19.131;18.646;18.161;18.536;18.912;19.287;19.532;19.771;20.004;20.231;20.451;20.215;19.98;19.744;19.508;19.273;19.037;18.801;18.566;18.33;18.094;17.885;17.677;17.468;17.26;17.051;16.842;16.634;16.425;16.217;16.008;15.337;14.666;13.995;13.324;12.653;11.982;11.311;10.64;9.969;9.298
91;0;1.946;3.892;5.693;7.494;8.588;9.423;10.258;11.093;11.485;11.878;12.328;12.88;13.396;13.919;14.467;15.021;15.542;16.064;16.534;17.005;17.404;17.804;18.212;18.62;18.937;19.11;19.334;19.59;19.49;19.39;18.94;18.49;18.739;18.987;19.235;19.504;19.766;20.021;20.271;20.513;20.277;20.042;19.806;19.57;19.334;19.098;18.862;18.626;18.39;18.154;17.944;17.734;17.524;17.314;17.104;16.894;16.684;16.474;16.264;16.054;15.382;14.71;14.037;13.365;12.693;12.021;11.349;10.676;10.004;9.332
92;0;1.936;3.872;5.674;7.476;8.57;9.414;10.259;11.103;11.511;11.92;12.369;12.921;13.448;13.983;14.55;15.125;15.647;16.168;16.65;17.132;17.519;17.906;18.315;18.724;19.035;19.214;19.433;19.673;19.661;19.648;19.234;18.82;18.941;19.062;19.183;19.475;19.76;20.039;20.311;20.576;20.339;20.103;19.867;19.631;19.395;19.159;18.923;18.687;18.451;18.214;18.003;17.792;17.58;17.369;17.157;16.946;16.734;16.523;16.312;16.1;15.427;14.753;14.08;13.406;12.733;12.06;11.386;10.713;10.039;9.366
93;0;1.926;3.852;5.655;7.458;8.552;9.405;10.259;11.113;11.538;11.962;12.41;12.961;13.5;14.046;14.634;15.23;15.751;16.273;16.766;17.259;17.634;18.008;18.418;18.828;19.133;19.319;19.532;19.757;19.832;19.907;19.528;19.15;19.143;19.137;19.131;19.447;19.755;20.056;20.351;20.638;20.401;20.165;19.929;19.693;19.456;19.22;18.984;18.747;18.511;18.275;18.062;17.849;17.636;17.423;17.21;16.998;16.785;16.572;16.359;16.146;15.472;14.797;14.122;13.448;12.773;12.099;11.424;10.749;10.075;9.4
94;0;1.916;3.831;5.636;7.44;8.534;9.397;10.26;11.123;11.564;12.004;12.451;13.002;13.552;14.11;14.718;15.334;15.855;16.377;16.882;17.387;17.749;18.111;18.522;18.933;19.231;19.423;19.632;19.84;20.003;20.166;19.822;19.479;19.346;19.212;19.079;19.418;19.75;20.074;20.391;20.7;20.463;20.227;19.99;19.754;19.517;19.281;19.044;18.808;18.571;18.335;18.121;17.906;17.692;17.478;17.264;17.049;16.835;16.621;16.407;16.192;15.517;14.841;14.165;13.489;12.813;12.138;11.462;10.786;10.11;9.434
95;0;1.906;3.811;5.617;7.422;8.515;9.388;10.261;11.133;11.59;12.046;12.492;13.042;13.604;14.174;14.802;15.438;15.96;16.481;16.998;17.514;17.863;18.213;18.625;19.037;19.329;19.527;19.731;19.934;20.174;20.424;20.117;19.809;19.548;19.287;19.027;19.389;19.744;20.092;20.431;20.762;20.525;20.289;20.052;19.815;19.579;19.342;19.105;18.868;18.632;18.395;18.179;17.964;17.748;17.532;17.317;17.101;16.886;16.67;16.454;16.239;15.562;14.885;14.207;13.53;12.853;12.176;11.499;10.822;10.145;9.468
96;0;1.896;3.791;5.592;7.392;8.497;9.378;10.259;11.139;11.605;12.07;12.514;13.062;13.635;14.215;14.864;15.522;16.054;16.586;17.111;17.637;17.988;18.338;18.741;19.143;19.435;19.632;19.822;20.013;20.233;20.464;20.272;20.08;19.837;19.595;19.352;19.644;19.929;20.208;20.479;20.744;20.516;20.287;20.059;19.831;19.603;19.374;19.146;18.918;18.69;18.461;18.245;18.029;17.813;17.597;17.381;17.165;16.949;16.733;16.517;16.301;15.621;14.941;14.261;13.581;12.902;12.222;11.542;10.862;10.182;9.502
97;0;1.886;3.771;5.567;7.362;8.479;9.368;10.257;11.145;11.62;12.094;12.536;13.083;13.665;14.256;14.926;15.605;16.147;16.69;17.225;17.76;18.112;18.463;18.856;19.25;19.542;19.736;19.914;20.093;20.293;20.504;20.427;20.351;20.127;19.902;19.677;19.899;20.114;20.324;20.528;20.726;20.506;20.286;20.066;19.847;19.627;19.407;19.187;18.967;18.747;18.527;18.311;18.095;17.878;17.662;17.445;17.229;17.012;16.796;16.579;16.363;15.68;14.998;14.315;13.632;12.95;12.267;11.584;10.902;10.219;9.537
98;0;1.876;3.751;5.542;7.332;8.461;9.358;10.255;11.151;11.635;12.118;12.559;13.103;13.696;14.297;14.988;15.689;16.241;16.794;17.339;17.883;18.236;18.588;18.972;19.356;19.648;19.84;20.006;20.172;20.352;20.543;20.583;20.622;20.416;20.209;20.003;20.153;20.299;20.44;20.576;20.708;20.497;20.285;20.074;19.862;19.651;19.439;19.228;19.016;18.805;18.594;18.377;18.16;17.943;17.726;17.509;17.293;17.076;16.859;16.642;16.425;15.74;15.054;14.369;13.683;12.998;12.312;11.627;10.942;10.256;9.571
99;0;1.866;3.731;5.517;7.302;8.443;9.348;10.253;11.157;11.65;12.142;12.581;13.123;13.727;14.338;15.05;15.772;16.335;16.899;17.452;18.006;18.36;18.714;19.088;19.463;19.755;19.944;20.098;20.251;20.412;20.583;20.738;20.894;20.705;20.517;20.328;20.408;20.484;20.556;20.625;20.69;20.487;20.284;20.081;19.878;19.675;19.472;19.269;19.066;18.863;18.66;18.443;18.225;18.008;17.791;17.574;17.356;17.139;16.922;16.705;16.487;15.799;15.111;14.423;13.734;13.046;12.358;11.67;10.981;10.293;9.605
100;0;1.856;3.711;5.491;7.272;8.425;9.338;10.251;11.163;11.665;12.166;12.603;13.143;13.757;14.379;15.112;15.855;16.429;17.003;17.566;18.129;18.484;18.839;19.204;19.569;19.861;20.049;20.19;20.33;20.471;20.622;20.894;21.165;20.995;20.824;20.654;20.663;20.669;20.672;20.673;20.672;20.477;20.283;20.088;19.894;19.699;19.504;19.31;19.115;18.921;18.726;18.508;18.291;18.073;17.855;17.638;17.42;17.202;16.985;16.767;16.55;15.858;15.167;14.476;13.785;13.094;12.403;11.712;11.021;10.33;9.639
